stat_block_id,skill,bonus
ea14d920-c245-5a0a-9c31-5d070a772f22,PERCEPTION,3
ea14d920-c245-5a0a-9c31-5d070a772f22,STEALTH,5
86f4e1dc-af44-5df4-af07-38e16b0d42e5,PERCEPTION,3
86f4e1dc-af44-5df4-af07-38e16b0d42e5,STEALTH,7
0995e01e-9ad2-5e88-91e1-4d1256c81e0d,PERCEPTION,2
1d5fb367-861f-55a2-a0ee-17f5ee5601ab,PERCEPTION,6
b094039b-a035-5218-9193-3313936b8be7,PERCEPTION,3
905752d8-88ea-59fe-ac62-39fff35f001a,PERCEPTION,2
5aada601-7d74-5733-8653-303c5fc96510,PERCEPTION,3
7cd129fc-6030-5d4d-8759-74aa10517bce,PERCEPTION,5
7cd129fc-6030-5d4d-8759-74aa10517bce,STEALTH,4
65fde1c1-a4d6-5b21-b3f0-16725f2dd652,PERCEPTION,3
65fde1c1-a4d6-5b21-b3f0-16725f2dd652,STEALTH,4
e9b826a1-4493-5478-8912-f83e238b3ae6,PERCEPTION,3
e9b826a1-4493-5478-8912-f83e238b3ae6,STEALTH,4
6f0d4325-784e-5e2f-bd7d-e3efc43aebb8,PERCEPTION,5
d895b410-3c8d-5f9e-9b45-9bab36bc9df4,PERCEPTION,2
d895b410-3c8d-5f9e-9b45-9bab36bc9df4,STEALTH,6
3f8711de-c48a-5113-86be-61a2583856a5,PERCEPTION,5
3f8711de-c48a-5113-86be-61a2583856a5,STEALTH,5
176f343f-7358-51f3-8a54-73b194b6f168,PERCEPTION,4
176f343f-7358-51f3-8a54-73b194b6f168,STEALTH,7
2240fe73-1e5f-5b5a-8112-15617be27359,PERCEPTION,3
2240fe73-1e5f-5b5a-8112-15617be27359,STEALTH,4
7b750e4f-bccc-5fed-9d8d-7043cd090cf7,PERCEPTION,5
7b750e4f-bccc-5fed-9d8d-7043cd090cf7,STEALTH,4
6edf1244-0ae3-5af0-8214-039bd1eefd77,PERCEPTION,1
11d65c3a-8e54-5952-a6f2-eaff28758666,PERCEPTION,2
bc1b97fc-ee6e-5f56-9863-a8576a568f73,PERCEPTION,3
94f473e4-9727-5279-8e28-ebe6374c7b99,PERCEPTION,2
6df7e48c-594b-55b7-b782-126e1cd6fe9a,PERCEPTION,5
6df7e48c-594b-55b7-b782-126e1cd6fe9a,STEALTH,7
5a27e7b0-f4c5-5273-b30c-99cf462c5123,PERCEPTION,2
5a27e7b0-f4c5-5273-b30c-99cf462c5123,STEALTH,5
6c1110ac-9efe-5ff8-9315-65bc7c24604a,STEALTH,4
6e849023-f3fc-53f6-8107-6a55a13fad07,PERCEPTION,5
ecf3b3c2-b07f-5486-8d88-519737f4208e,PERCEPTION,3
ecf3b3c2-b07f-5486-8d88-519737f4208e,STEALTH,7
eebe064b-8aed-5057-a70d-49e7f7c9d6d6,PERCEPTION,4
9e04b05d-88ba-586f-ac51-c0251d7ad6af,PERCEPTION,3
652faf9a-811c-5562-8d03-4bf487a694de,ACROBATICS,5
652faf9a-811c-5562-8d03-4bf487a694de,PERCEPTION,3
652faf9a-811c-5562-8d03-4bf487a694de,STEALTH,5
5bf3ee90-3414-50f4-a444-904ba1153aab,PERCEPTION,5
5bf3ee90-3414-50f4-a444-904ba1153aab,STEALTH,4
