stat_block_id,condition_id
3840708e-43c7-5649-a63f-c2fc7a0494c8,c04d0000-0000-4000-a000-00000000000d
3840708e-43c7-5649-a63f-c2fc7a0494c8,c04d0000-0000-4000-a000-00000000000f
a3d10ca4-e168-5342-b4d0-29abb40fb585,c04d0000-0000-4000-a000-000000000004
a3d10ca4-e168-5342-b4d0-29abb40fb585,c04d0000-0000-4000-a000-00000000000b
a8a4704e-9528-54ea-8d2f-a56a6500efd9,c04d0000-0000-4000-a000-000000000004
a8a4704e-9528-54ea-8d2f-a56a6500efd9,c04d0000-0000-4000-a000-000000000006
a8a4704e-9528-54ea-8d2f-a56a6500efd9,c04d0000-0000-4000-a000-000000000009
a8a4704e-9528-54ea-8d2f-a56a6500efd9,c04d0000-0000-4000-a000-00000000000a
a8a4704e-9528-54ea-8d2f-a56a6500efd9,c04d0000-0000-4000-a000-00000000000b
a8a4704e-9528-54ea-8d2f-a56a6500efd9,c04d0000-0000-4000-a000-00000000000c
a8a4704e-9528-54ea-8d2f-a56a6500efd9,c04d0000-0000-4000-a000-00000000000d
a8a4704e-9528-54ea-8d2f-a56a6500efd9,c04d0000-0000-4000-a000-00000000000f
2cfb606a-60ec-5937-8db4-7d404c2234dc,c04d0000-0000-4000-a000-000000000002
2cfb606a-60ec-5937-8db4-7d404c2234dc,c04d0000-0000-4000-a000-000000000004
2cfb606a-60ec-5937-8db4-7d404c2234dc,c04d0000-0000-4000-a000-000000000006
2cfb606a-60ec-5937-8db4-7d404c2234dc,c04d0000-0000-4000-a000-000000000009
2cfb606a-60ec-5937-8db4-7d404c2234dc,c04d0000-0000-4000-a000-00000000000a
2cfb606a-60ec-5937-8db4-7d404c2234dc,c04d0000-0000-4000-a000-00000000000b
2cfb606a-60ec-5937-8db4-7d404c2234dc,c04d0000-0000-4000-a000-00000000000c
2cfb606a-60ec-5937-8db4-7d404c2234dc,c04d0000-0000-4000-a000-00000000000d
2cfb606a-60ec-5937-8db4-7d404c2234dc,c04d0000-0000-4000-a000-00000000000f
940db73c-b87a-5957-b362-4dd008a8f48e,c04d0000-0000-4000-a000-000000000009
940db73c-b87a-5957-b362-4dd008a8f48e,c04d0000-0000-4000-a000-00000000000a
940db73c-b87a-5957-b362-4dd008a8f48e,c04d0000-0000-4000-a000-00000000000b
16a54f39-cfd0-537b-b00e-9f569df859f9,c04d0000-0000-4000-a000-000000000004
16a54f39-cfd0-537b-b00e-9f569df859f9,c04d0000-0000-4000-a000-00000000000b
ff5d8236-515f-5ded-abaa-8977de7c767a,c04d0000-0000-4000-a000-000000000004
ff5d8236-515f-5ded-abaa-8977de7c767a,c04d0000-0000-4000-a000-00000000000b
f23951e9-2ae5-5d59-a8b4-8645656eaf73,c04d0000-0000-4000-a000-000000000002
f23951e9-2ae5-5d59-a8b4-8645656eaf73,c04d0000-0000-4000-a000-000000000005
f23951e9-2ae5-5d59-a8b4-8645656eaf73,c04d0000-0000-4000-a000-000000000006
f23951e9-2ae5-5d59-a8b4-8645656eaf73,c04d0000-0000-4000-a000-000000000009
f23951e9-2ae5-5d59-a8b4-8645656eaf73,c04d0000-0000-4000-a000-00000000000a
f23951e9-2ae5-5d59-a8b4-8645656eaf73,c04d0000-0000-4000-a000-00000000000c
f23951e9-2ae5-5d59-a8b4-8645656eaf73,c04d0000-0000-4000-a000-00000000000d
f23951e9-2ae5-5d59-a8b4-8645656eaf73,c04d0000-0000-4000-a000-00000000000e
f97ba6a3-9c10-5b80-bc82-c1fb06994232,c04d0000-0000-4000-a000-000000000002
f97ba6a3-9c10-5b80-bc82-c1fb06994232,c04d0000-0000-4000-a000-000000000005
f97ba6a3-9c10-5b80-bc82-c1fb06994232,c04d0000-0000-4000-a000-000000000006
f97ba6a3-9c10-5b80-bc82-c1fb06994232,c04d0000-0000-4000-a000-000000000009
f97ba6a3-9c10-5b80-bc82-c1fb06994232,c04d0000-0000-4000-a000-00000000000a
f97ba6a3-9c10-5b80-bc82-c1fb06994232,c04d0000-0000-4000-a000-00000000000c
f97ba6a3-9c10-5b80-bc82-c1fb06994232,c04d0000-0000-4000-a000-00000000000d
f97ba6a3-9c10-5b80-bc82-c1fb06994232,c04d0000-0000-4000-a000-00000000000e
362e7590-8cfd-5e25-bb73-34828a95590c,c04d0000-0000-4000-a000-000000000002
362e7590-8cfd-5e25-bb73-34828a95590c,c04d0000-0000-4000-a000-000000000005
362e7590-8cfd-5e25-bb73-34828a95590c,c04d0000-0000-4000-a000-000000000006
362e7590-8cfd-5e25-bb73-34828a95590c,c04d0000-0000-4000-a000-000000000009
362e7590-8cfd-5e25-bb73-34828a95590c,c04d0000-0000-4000-a000-00000000000a
362e7590-8cfd-5e25-bb73-34828a95590c,c04d0000-0000-4000-a000-00000000000c
362e7590-8cfd-5e25-bb73-34828a95590c,c04d0000-0000-4000-a000-00000000000d
362e7590-8cfd-5e25-bb73-34828a95590c,c04d0000-0000-4000-a000-00000000000e
ce08d39e-2494-5328-a263-7a6dc8e07f2c,c04d0000-0000-4000-a000-000000000002
ce08d39e-2494-5328-a263-7a6dc8e07f2c,c04d0000-0000-4000-a000-000000000005
ce08d39e-2494-5328-a263-7a6dc8e07f2c,c04d0000-0000-4000-a000-000000000006
ce08d39e-2494-5328-a263-7a6dc8e07f2c,c04d0000-0000-4000-a000-000000000009
ce08d39e-2494-5328-a263-7a6dc8e07f2c,c04d0000-0000-4000-a000-00000000000a
ce08d39e-2494-5328-a263-7a6dc8e07f2c,c04d0000-0000-4000-a000-00000000000c
ce08d39e-2494-5328-a263-7a6dc8e07f2c,c04d0000-0000-4000-a000-00000000000d
ce08d39e-2494-5328-a263-7a6dc8e07f2c,c04d0000-0000-4000-a000-00000000000e
6e849023-f3fc-53f6-8107-6a55a13fad07,c04d0000-0000-4000-a000-000000000002
6e849023-f3fc-53f6-8107-6a55a13fad07,c04d0000-0000-4000-a000-000000000005
6e849023-f3fc-53f6-8107-6a55a13fad07,c04d0000-0000-4000-a000-000000000006
6e849023-f3fc-53f6-8107-6a55a13fad07,c04d0000-0000-4000-a000-000000000009
6e849023-f3fc-53f6-8107-6a55a13fad07,c04d0000-0000-4000-a000-00000000000a
6e849023-f3fc-53f6-8107-6a55a13fad07,c04d0000-0000-4000-a000-00000000000c
6e849023-f3fc-53f6-8107-6a55a13fad07,c04d0000-0000-4000-a000-00000000000d
6e849023-f3fc-53f6-8107-6a55a13fad07,c04d0000-0000-4000-a000-00000000000e
1e267715-ad40-55b3-b727-2a0924acb21c,c04d0000-0000-4000-a000-000000000002
1e267715-ad40-55b3-b727-2a0924acb21c,c04d0000-0000-4000-a000-000000000005
1e267715-ad40-55b3-b727-2a0924acb21c,c04d0000-0000-4000-a000-000000000006
1e267715-ad40-55b3-b727-2a0924acb21c,c04d0000-0000-4000-a000-000000000009
1e267715-ad40-55b3-b727-2a0924acb21c,c04d0000-0000-4000-a000-00000000000a
1e267715-ad40-55b3-b727-2a0924acb21c,c04d0000-0000-4000-a000-00000000000c
1e267715-ad40-55b3-b727-2a0924acb21c,c04d0000-0000-4000-a000-00000000000d
1e267715-ad40-55b3-b727-2a0924acb21c,c04d0000-0000-4000-a000-00000000000e
