id,created_at,updated_at,version,size,creature_type,creature_subtype,alignment,armor_class,initiative_bonus,hp_average,hp_dice_count,hp_dice_faces,hp_dice_bonus,can_hover,score_strength,score_dexterity,score_constitution,score_intelligence,score_wisdom,score_charisma,passive_perception,languages,telepathy_feet,challenge_rating,experience_points,proficiency_bonus,legendary_action_uses,spellcasting_ability,spell_save_dc,spell_attack_bonus
5041345d-a209-5470-a65c-30ca8c8b0e01,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,DRAGON,Metallic,LAWFUL_GOOD,17,4,60,8,8,24,false,19,14,17,14,11,16,14,Draconic,NULL,3.0,NULL,2,NULL,NULL,NULL,NULL
cd5a1706-a5eb-5f93-9a27-d0e675cf4d3f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,DRAGON,Metallic,LAWFUL_GOOD,18,6,178,17,10,85,false,23,14,21,16,13,20,19,"Common, Draconic",NULL,10.0,5900,4,NULL,NULL,NULL,NULL
f30a06ec-741b-5822-ae9b-15d64671ed04,2026-09-08T00:00:00,2026-09-08T00:00:00,0,HUGE,DRAGON,Metallic,LAWFUL_GOOD,19,14,243,18,12,126,false,27,14,25,16,15,24,24,"Common, Draconic",NULL,17.0,18000,6,3,CHARISMA,21,13
48df82ed-f959-54b8-b03a-24dc248ba79b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,GARGANTUAN,DRAGON,Metallic,LAWFUL_GOOD,22,16,546,28,20,252,false,30,14,29,18,17,28,27,"Common, Draconic",NULL,24.0,62000,7,3,CHARISMA,24,16
be5a1ceb-5d3f-5258-9e1b-073feb18b8be,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,CONSTRUCT,NULL,UNALIGNED,19,0,114,12,10,48,false,20,11,18,2,12,7,17,None,NULL,5.0,1800,3,NULL,NULL,NULL,NULL
6f87e0ae-d0fb-5f06-9dff-9b3a09154664,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,OOZE,NULL,UNALIGNED,9,-2,22,3,8,9,false,12,6,16,1,6,2,8,None,NULL,0.5,100,2,NULL,NULL,NULL,NULL
0e52bb7c-96d5-58f9-b469-b45eab8c3c3d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,DRAGON,Chromatic,LAWFUL_EVIL,17,3,38,7,8,7,false,15,12,13,14,11,13,14,Draconic,NULL,2.0,450,2,NULL,NULL,NULL,NULL
6b603949-759d-5c72-b310-074d45747013,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,DRAGON,Chromatic,LAWFUL_EVIL,18,4,136,16,10,48,false,19,12,17,16,13,15,17,"Common, Draconic",NULL,8.0,3900,3,NULL,NULL,NULL,NULL
352006ea-b852-59c0-b79c-6dda624688c4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,HUGE,DRAGON,Chromatic,LAWFUL_EVIL,19,11,207,18,12,90,false,23,12,21,18,15,18,22,"Common, Draconic",NULL,15.0,13000,5,3,CHARISMA,17,NULL
e02f30d6-9c3f-5ee7-9937-b2df7044344c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,GARGANTUAN,DRAGON,Chromatic,LAWFUL_EVIL,21,15,402,23,20,161,false,27,12,25,20,17,22,27,"Common, Draconic",NULL,22.0,41000,7,3,CHARISMA,21,NULL
edb83e46-b4f5-56ed-8a8b-aebec29863c2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FEY,NULL,NEUTRAL_EVIL,17,1,82,11,8,33,false,18,12,16,13,14,14,14,"Common, Elvish, Sylvan",NULL,3.0,700,2,NULL,INTELLIGENCE,11,NULL
3a7ab06f-a094-5767-b2d0-61f1dceed4c1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,ABERRATION,NULL,UNALIGNED,14,2,54,12,8,NULL,false,14,14,11,3,14,5,12,None,NULL,2.0,450,2,NULL,NULL,NULL,NULL
549be1bb-de18-58a1-898c-0b112ef15332,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,MONSTROSITY,NULL,UNALIGNED,12,2,59,7,10,21,false,18,15,16,2,13,8,15,None,NULL,2.0,450,2,NULL,NULL,NULL,NULL
da6bee9d-ded1-5cfa-8348-a21043f6adf9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,ABERRATION,NULL,NEUTRAL_EVIL,11,1,11,2,8,2,false,16,12,12,9,8,6,13,None,NULL,0.25,50,2,NULL,NULL,NULL,NULL
5741bdc0-01af-5fdf-938b-d977ca6f514d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,CELESTIAL,NULL,LAWFUL_GOOD,18,4,136,16,10,48,false,19,18,16,16,19,18,14,"Celestial, Common",NULL,10.0,5900,4,NULL,WISDOM,16,NULL
c442a044-2660-5ae1-bb76-7941919b88aa,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,HUMANOID,NULL,NEUTRAL,16,1,11,2,8,2,false,13,12,12,10,11,10,12,Common,NULL,0.125,25,2,NULL,NULL,NULL,NULL
33eb289c-e2fe-5c3c-ab3f-1d86c92f00e5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,HUMANOID,NULL,NEUTRAL,18,4,75,10,8,30,false,18,14,16,12,14,13,14,Common,NULL,4.0,1100,2,NULL,NULL,NULL,NULL
cab786f8-266c-5d51-87eb-518eb632d617,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,DRAGON,NULL,NEUTRAL,18,5,105,14,8,42,false,19,14,16,10,15,14,15,"Common, Draconic",NULL,5.0,1800,3,NULL,NULL,NULL,NULL
a699a7c7-0c6e-5b4e-8b02-cb0af0975ef1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,MONSTROSITY,NULL,CHAOTIC_EVIL,11,1,38,7,8,7,false,12,13,12,7,10,13,10,Common,NULL,1.0,200,2,NULL,NULL,NULL,NULL
0ec3a98e-0d40-5fba-933c-a05c59487953,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FIEND,NULL,LAWFUL_EVIL,15,1,58,9,8,18,false,17,12,14,6,13,6,15,Understands Infernal but can't speak,NULL,3.0,700,2,NULL,NULL,NULL,NULL
f0daad33-3bad-5c96-9515-fbe749874b41,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,FIEND,Demon,CHAOTIC_EVIL,18,6,157,15,10,75,false,19,17,20,5,12,13,11,Abyssal; telepathy 120 ft.,120,8.0,3900,3,NULL,NULL,NULL,NULL
0c5b8963-efc7-5c4c-9622-da0d0ea3607a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,HUGE,GIANT,NULL,CHAOTIC_EVIL,13,2,105,10,12,40,false,21,8,19,5,9,6,12,Giant,NULL,5.0,1800,3,NULL,NULL,NULL,NULL
fc25baba-85df-506b-959e-dbc35112a9bb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,MONSTROSITY,NULL,UNALIGNED,11,1,26,4,10,4,false,17,13,13,2,12,8,15,None,NULL,1.0,200,2,NULL,NULL,NULL,NULL
45d59fb4-87ea-5101-88e4-8749239b5fc1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FEY,Goblinoid,LAWFUL_EVIL,18,3,11,2,8,2,false,13,12,12,10,10,9,10,"Common, Goblin",NULL,0.5,100,2,NULL,NULL,NULL,NULL
bdbf6f10-fb16-5ce7-99cd-f74fdec699f3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FEY,Goblinoid,LAWFUL_EVIL,17,4,58,9,8,18,false,15,14,14,12,10,13,10,"Common, Goblin",NULL,3.0,700,2,NULL,NULL,NULL,NULL
9f10001a-1443-5480-9792-f59d6ab56cc8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,TINY,CONSTRUCT,NULL,NEUTRAL,13,2,4,1,4,2,false,4,15,14,10,10,7,10,Understands Common plus one other language but can't speak,NULL,0.0,10,2,NULL,NULL,NULL,NULL
7e11286d-f7aa-5d3b-9ad1-2da41f2f5c14,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,FIEND,Devil,LAWFUL_EVIL,18,7,199,19,10,95,false,22,17,21,12,16,18,13,Infernal; telepathy 120 ft.,120,11.0,7200,4,NULL,NULL,NULL,NULL
6663817c-edf8-552e-8ede-f0d77e4d658a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,HUGE,MONSTROSITY,NULL,UNALIGNED,15,4,184,16,12,80,false,20,12,20,2,10,7,16,None,NULL,8.0,3900,3,NULL,NULL,NULL,NULL
639dc600-5a69-58a8-ba9a-f9a49f36ae95,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,FIEND,Devil,LAWFUL_EVIL,18,7,228,24,10,96,false,21,14,18,18,15,18,17,Infernal; telepathy 120 ft.,120,14.0,11500,5,NULL,INTELLIGENCE,17,NULL
eac7706e-b667-5ac5-ae31-b3bf3e5c9bac,2026-09-08T00:00:00,2026-09-08T00:00:00,0,TINY,FIEND,Devil,LAWFUL_EVIL,13,3,21,6,4,6,false,6,17,13,11,12,14,11,"Common, Infernal",NULL,1.0,200,2,NULL,NULL,NULL,NULL
3367bac2-faa5-5174-9acd-237dd9d9fbbf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FIEND,NULL,NEUTRAL_EVIL,15,3,66,12,8,12,false,8,17,13,15,12,20,15,"Abyssal, Common, Infernal; telepathy 60 ft.",60,4.0,1100,2,NULL,CHARISMA,15,NULL
baafa8c2-3531-5793-a8d3-2c02e302903a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,ELEMENTAL,NULL,NEUTRAL,14,7,97,13,10,26,true,16,19,14,10,15,11,18,"Common, Primordial (Auran)",NULL,6.0,2300,3,NULL,NULL,NULL,NULL
6353a56e-4d51-5e4e-9815-7a47498e7ad7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,CONSTRUCT,NULL,UNALIGNED,20,9,252,24,10,120,false,24,9,20,3,11,1,10,Understands Common plus two other languages but can't speak,NULL,16.0,15000,5,NULL,NULL,NULL,NULL
4e972e38-7089-56be-b409-0cba74ef0537,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,HUMANOID,NULL,NEUTRAL,18,0,52,8,8,16,false,16,11,14,11,11,15,10,Common plus one other language,NULL,3.0,700,2,NULL,NULL,NULL,NULL
e5e42c51-2f6c-5283-ab41-83068f4a3436,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SMALL,DRAGON,NULL,NEUTRAL,14,2,7,3,6,-3,false,7,15,9,8,7,8,8,"Common, Draconic",NULL,0.125,25,2,NULL,NULL,NULL,NULL
cfcdd6a4-3b89-53a6-9557-d06ca21a1946,2026-09-08T00:00:00,2026-09-08T00:00:00,0,GARGANTUAN,MONSTROSITY,Titan,CHAOTIC_EVIL,18,14,481,26,20,208,false,30,11,26,22,18,20,21,"Understands Abyssal, Celestial, Infernal, and Primordial but can't speak; telepathy 120 ft.",120,23.0,50000,7,3,NULL,NULL,NULL
51deafbd-8649-5be8-bf4c-ea9984eb00f9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,FIEND,NULL,CHAOTIC_EVIL,13,1,97,13,10,26,false,16,13,15,14,15,16,12,"Abyssal, Common",NULL,4.0,1100,2,NULL,CHARISMA,13,NULL
ca4ebfe1-7875-527f-8849-3aed5c7f1257,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FIEND,Devil,LAWFUL_EVIL,9,-3,9,2,8,NULL,false,10,5,11,1,11,3,10,Understands Infernal but can't speak,NULL,0.0,10,2,NULL,NULL,NULL,NULL
874246f2-ba2f-5948-add9-e11c8fa60fd9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,UNDEAD,Wizard,NEUTRAL_EVIL,20,17,315,42,8,126,false,11,16,16,21,14,16,19,All,NULL,21.0,33000,7,3,INTELLIGENCE,20,NULL
e9358f36-6ff4-5a72-bd5e-923bc130177c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,HUMANOID,Wizard,NEUTRAL,15,2,81,18,8,NULL,false,9,14,11,17,12,11,14,Common plus three other languages,NULL,6.0,2300,3,NULL,INTELLIGENCE,14,NULL
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,HUMANOID,Wizard,NEUTRAL,17,7,170,31,8,31,false,10,14,12,20,15,16,16,Common plus five other languages,NULL,12.0,8000,4,NULL,INTELLIGENCE,17,NULL
ff734998-0aad-5bc3-b979-d62e50842e2c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SMALL,ELEMENTAL,NULL,CHAOTIC_NEUTRAL,14,2,13,3,6,3,false,7,15,12,8,11,10,10,Primordial (Ignan),NULL,0.5,100,2,NULL,NULL,NULL,NULL
2d12f026-9bcb-5cf9-8959-1f5d7d4dfac0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,MONSTROSITY,NULL,LAWFUL_EVIL,14,3,68,8,10,24,false,17,16,17,7,12,8,11,Common,NULL,3.0,700,2,NULL,NULL,NULL,NULL
cac1f74d-45d4-5314-abde-f8386a57304b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,FIEND,Demon,CHAOTIC_EVIL,16,10,220,21,10,105,false,18,20,20,18,16,20,18,Abyssal; telepathy 120 ft.,120,16.0,15000,5,NULL,NULL,NULL,NULL
4d26569e-6acf-582e-a1b0-d097e477ed7e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,MONSTROSITY,NULL,LAWFUL_EVIL,15,6,127,17,8,51,false,10,17,16,12,13,15,14,Common plus one other language,NULL,6.0,2300,3,NULL,NULL,NULL,NULL
63c2085a-f8fb-56a6-bd7a-7ec20b5e0b5d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SMALL,ELEMENTAL,NULL,NEUTRAL_EVIL,12,2,17,5,6,NULL,false,5,14,10,9,11,10,12,"Primordial (Auran, Terran)",NULL,0.5,100,2,NULL,CHARISMA,10,NULL
089d2b7c-87b1-5a9e-8561-0997f2e8dadb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SMALL,ELEMENTAL,NULL,NEUTRAL_EVIL,11,1,21,6,6,NULL,false,7,13,10,9,11,12,12,"Primordial (Aquan, Auran)",NULL,0.5,100,2,NULL,NULL,NULL,NULL
126bfcc3-bb22-5b98-9d99-805dc5254c26,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SMALL,ELEMENTAL,NULL,NEUTRAL_EVIL,11,1,18,4,6,4,false,8,12,12,7,10,10,10,"Primordial (Ignan, Terran)",NULL,0.5,100,2,NULL,NULL,NULL,NULL
96eca42e-4260-5e69-b338-c26f8d3774a9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SMALL,ELEMENTAL,NULL,NEUTRAL_EVIL,10,0,17,5,6,NULL,false,5,11,10,11,10,12,10,"Primordial (Aquan, Ignan)",NULL,0.25,50,2,NULL,NULL,NULL,NULL
b80c26a9-8c68-5c94-b64f-dece51fba485,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,ELEMENTAL,NULL,NEUTRAL,11,1,11,2,8,2,false,10,13,12,11,14,12,12,"Common, Primordial (Aquan)",NULL,0.125,25,2,NULL,NULL,NULL,NULL
50655a6b-f693-555d-afa2-b56c6339cb42,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,MONSTROSITY,NULL,CHAOTIC_EVIL,13,2,45,6,10,12,false,18,15,15,8,10,9,10,"Abyssal, Primordial (Aquan)",NULL,2.0,450,2,NULL,NULL,NULL,NULL
34afcb0b-0b82-56bb-b819-1efb6a800708,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,MONSTROSITY,NULL,NEUTRAL,12,3,58,9,8,18,false,17,12,15,5,13,8,11,None,NULL,2.0,450,2,NULL,NULL,NULL,NULL
7b9fad12-53c1-5a08-85aa-df75b4b2e3f6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,MONSTROSITY,NULL,CHAOTIC_EVIL,14,0,85,10,10,30,false,18,11,16,6,16,9,17,Abyssal,NULL,3.0,700,2,NULL,NULL,NULL,NULL
ef32e688-948a-50df-8734-56c6e5720391,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,UNDEAD,NULL,LAWFUL_EVIL,11,-1,58,9,8,18,false,16,8,15,6,12,12,11,Common plus two other languages,NULL,3.0,700,2,NULL,NULL,NULL,NULL
74ea9d70-a5a1-5c65-8527-7e786bb6045e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,UNDEAD,Cleric,LAWFUL_EVIL,17,10,187,25,8,75,false,18,10,17,11,19,16,19,Common plus three other languages,NULL,15.0,13000,5,3,WISDOM,17,9
c165fa51-3abd-5b4d-a097-059ffbf588f4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,FIEND,Demon,CHAOTIC_EVIL,18,5,184,16,10,96,false,21,10,22,19,12,15,11,Abyssal; telepathy 120 ft.,120,13.0,10000,5,NULL,NULL,NULL,NULL
65484791-9b43-5d65-be3b-cbf65b4be9c5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FIEND,NULL,NEUTRAL_EVIL,17,5,112,15,8,45,false,18,15,16,16,14,16,15,"Abyssal, Common, Infernal, Primordial",NULL,5.0,1800,3,NULL,INTELLIGENCE,14,NULL
40c86b28-ff23-54d9-9533-80b34fb57638,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,FIEND,NULL,NEUTRAL_EVIL,13,2,68,8,10,24,true,18,15,16,10,13,15,11,"Understands Abyssal, Common, and Infernal but can't speak",NULL,3.0,700,2,NULL,NULL,NULL,NULL
5d5a5edf-cbf2-5478-954e-06f2f58313f3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,HUMANOID,NULL,NEUTRAL,15,1,9,2,8,NULL,false,11,12,11,12,14,16,12,Common plus two other languages,NULL,0.125,25,2,NULL,NULL,NULL,NULL
9dd8d1ff-7594-518e-9d12-2b93012eaa10,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,OOZE,NULL,UNALIGNED,8,-2,52,7,10,14,false,15,6,14,2,6,1,8,None,NULL,2.0,450,2,NULL,NULL,NULL,NULL
78c08956-5857-51c0-acfc-26dd812a1909,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,GIANT,NULL,CHAOTIC_EVIL,11,-1,68,8,10,24,false,19,8,16,5,7,7,8,"Common, Giant",NULL,2.0,450,2,NULL,NULL,NULL,NULL
50b05fc2-5b24-59c4-92c4-6151e86f42ed,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,FIEND,NULL,LAWFUL_EVIL,17,0,119,14,10,42,true,19,11,16,14,12,15,14,"Common, Giant",NULL,7.0,2900,3,NULL,CHARISMA,13,NULL
40a2a2bb-0e31-5d7f-a389-5b795ba869a8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,ABERRATION,NULL,NEUTRAL,14,0,104,11,10,44,false,16,11,19,6,13,6,11,Otyugh; telepathy 120 ft. (doesn't allow the receiving creature to respond telepathically),120,5.0,1800,3,NULL,NULL,NULL,NULL
d54766b1-f3fe-52d9-8957-55829cd140cc,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,MONSTROSITY,NULL,UNALIGNED,13,1,59,7,10,21,false,20,12,17,3,12,7,15,None,NULL,3.0,700,2,NULL,NULL,NULL,NULL
61137728-1031-5ab2-961d-cd09da5d24b0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,CELESTIAL,NULL,CHAOTIC_GOOD,12,2,59,7,10,21,false,18,15,16,10,15,13,16,"Understands Celestial, Common, Elvish, and Sylvan but can't speak",NULL,2.0,450,2,NULL,NULL,NULL,NULL
344e7a03-e20a-5e8f-9d0b-fd14273b2f97,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,MONSTROSITY,NULL,UNALIGNED,14,3,45,7,10,7,false,15,16,12,6,10,6,10,None,NULL,3.0,700,2,NULL,NULL,NULL,NULL
5a7ebffa-d46d-5348-97b6-74810cf440ab,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,HUMANOID,NULL,NEUTRAL,14,5,33,6,8,6,false,10,16,12,8,12,14,11,Common plus one other language,NULL,1.0,200,2,NULL,NULL,NULL,NULL
5fad0893-2721-5e54-87ac-c74595a5a8e1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,HUMANOID,NULL,NEUTRAL,17,7,84,13,8,26,false,10,18,14,10,14,17,15,Common plus one other language,NULL,6.0,2300,3,NULL,NULL,NULL,NULL
1f6780e2-633d-523c-9ae4-6f74c4ca04bc,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,FIEND,Devil,LAWFUL_EVIL,21,14,337,27,10,189,false,26,14,24,22,18,24,20,Infernal; telepathy 120 ft.,120,20.0,25000,6,NULL,CHARISMA,21,NULL
d5c41de9-f969-5a3a-a98b-a355fc36b0a4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,CELESTIAL,Angel,LAWFUL_GOOD,19,10,262,21,10,147,true,24,20,24,19,22,25,21,All; telepathy 120 ft.,120,16.0,15000,5,NULL,NULL,NULL,NULL
8373949f-5cb1-5479-ba9a-652851ba3ab9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,HUMANOID,Cleric,NEUTRAL,13,0,11,2,8,2,false,14,10,12,10,14,11,12,Common,NULL,0.25,50,2,NULL,NULL,NULL,NULL
20998135-fcaa-5d94-8d4b-1f95bdecb9c3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,HUMANOID,Cleric,NEUTRAL,13,0,38,7,8,7,false,16,10,12,13,16,13,15,Common plus one other language,NULL,2.0,450,2,NULL,WISDOM,13,NULL
6dca46b9-6593-51c7-9bb3-08dbb296e7ca,2026-09-08T00:00:00,2026-09-08T00:00:00,0,TINY,DRAGON,NULL,NEUTRAL_GOOD,14,2,10,3,4,3,false,6,15,13,10,12,10,15,Understands Common and Draconic but can't speak,NULL,0.25,50,2,NULL,NULL,NULL,NULL
d0069fe4-1f7f-531e-969e-8e9f751cbb02,2026-09-08T00:00:00,2026-09-08T00:00:00,0,GARGANTUAN,MONSTROSITY,NULL,UNALIGNED,18,3,247,15,20,90,false,28,7,22,1,8,4,9,None,NULL,15.0,13000,5,NULL,NULL,NULL,NULL
8b4527f2-be0e-54a1-9a38-5c740f5be669,2026-09-08T00:00:00,2026-09-08T00:00:00,0,TINY,FIEND,Demon,CHAOTIC_EVIL,13,3,25,10,4,NULL,false,5,17,10,7,10,10,10,"Abyssal, Common",NULL,1.0,200,2,NULL,NULL,NULL,NULL
952200fa-a33d-5e9a-9270-d875660a6e4a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FIEND,NULL,LAWFUL_EVIL,17,8,221,26,8,104,false,14,17,18,13,16,20,18,"Common, Infernal",NULL,13.0,10000,5,NULL,CHARISMA,18,NULL
91ac15bc-bcfd-57a5-a6c9-e0a4593259ad,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,DRAGON,Chromatic,CHAOTIC_EVIL,17,2,75,10,8,30,false,19,10,17,12,11,15,14,Draconic,NULL,4.0,1100,2,NULL,NULL,NULL,NULL
198505b8-d56a-5b8a-b550-4a85af512f4f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,DRAGON,Chromatic,CHAOTIC_EVIL,18,4,178,17,10,85,false,23,10,21,14,11,19,18,"Common, Draconic",NULL,10.0,5900,4,NULL,NULL,NULL,NULL
4f4517ac-a1f8-5b81-a64f-553d2b370d77,2026-09-08T00:00:00,2026-09-08T00:00:00,0,HUGE,DRAGON,Chromatic,CHAOTIC_EVIL,19,12,256,19,12,133,false,27,10,25,16,13,23,23,"Common, Draconic",NULL,17.0,18000,6,3,CHARISMA,20,12
ebe3fc0e-b274-5701-bbeb-0eff8a046873,2026-09-08T00:00:00,2026-09-08T00:00:00,0,GARGANTUAN,DRAGON,Chromatic,CHAOTIC_EVIL,22,14,507,26,20,234,false,30,10,29,18,15,27,26,"Common, Draconic",NULL,24.0,62000,7,3,CHARISMA,23,15
27b93787-51bc-5b70-930e-905c76c8a861,2026-09-08T00:00:00,2026-09-08T00:00:00,0,HUGE,MONSTROSITY,NULL,UNALIGNED,17,5,195,17,12,85,false,24,13,21,4,10,5,10,None,NULL,11.0,7200,4,NULL,NULL,NULL,NULL
49455e6c-0e05-58ae-b3d3-7e8136717b56,2026-09-08T00:00:00,2026-09-08T00:00:00,0,GARGANTUAN,MONSTROSITY,NULL,UNALIGNED,15,8,248,16,20,80,false,28,10,20,3,10,9,18,None,NULL,11.0,7200,4,NULL,NULL,NULL,NULL
0faa36a0-cd97-54ca-936b-233cb939221d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,ABERRATION,NULL,NEUTRAL_EVIL,20,5,93,11,10,33,false,18,8,17,7,16,6,16,None,NULL,5.0,1800,3,NULL,NULL,NULL,NULL
81db1a38-c86f-5383-9ea3-925094ab6155,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,MONSTROSITY,NULL,UNALIGNED,14,1,33,6,8,6,false,13,12,13,2,13,6,11,None,NULL,0.5,100,2,NULL,NULL,NULL,NULL
0de28e84-86cb-5d90-a0c8-2a51bfde1bf0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FIEND,NULL,LAWFUL_EVIL,12,0,22,4,8,4,false,13,11,12,12,13,9,15,Sahuagin,NULL,0.5,100,2,NULL,NULL,NULL,NULL
255b5979-9d43-563c-804f-8340c1756bdf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,ELEMENTAL,NULL,NEUTRAL_EVIL,15,2,90,12,10,24,false,18,14,15,11,10,12,10,Primordial (Ignan),NULL,5.0,1800,3,NULL,NULL,NULL,NULL
46418783-34e1-56d9-9051-06a8cb946379,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FEY,NULL,CHAOTIC_NEUTRAL,13,3,31,7,8,NULL,false,12,16,11,12,10,14,12,"Common, Elvish, Sylvan",NULL,0.5,100,2,NULL,NULL,NULL,NULL
872c883b-3192-5833-8111-b9170e159574,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,HUMANOID,NULL,NEUTRAL,13,2,16,3,8,3,false,11,14,12,11,13,11,15,Common plus one other language,NULL,0.5,100,2,NULL,NULL,NULL,NULL
55029c8d-41ca-5898-b5bc-694c22431b93,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FEY,NULL,CHAOTIC_EVIL,14,1,52,7,8,21,false,16,13,16,12,12,13,11,"Common, Giant, Primordial (Aquan)",NULL,2.0,450,2,NULL,INTELLIGENCE,11,NULL
be513016-5033-51e9-a25d-d88133e41410,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,UNDEAD,NULL,CHAOTIC_EVIL,12,2,27,5,8,5,false,6,14,13,6,10,8,10,None,NULL,0.5,100,2,NULL,NULL,NULL,NULL
8797172f-e535-53b2-b92a-51c9f014bb9c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,PLANT,NULL,UNALIGNED,15,-1,110,13,10,39,false,18,8,16,5,10,5,10,None,NULL,5.0,1800,3,NULL,NULL,NULL,NULL
e7044c07-d8e9-5da2-9307-aa80a82b2b84,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,CONSTRUCT,NULL,UNALIGNED,17,-1,142,15,10,60,false,18,8,18,7,10,3,10,Understands commands given in any language but can't speak,NULL,7.0,2900,3,NULL,NULL,NULL,NULL
