stat_block_id,movement_type,speed_feet
3704d23d-4c5e-55dc-84eb-a74e032a47e3,WALK,20
7e669169-90c6-5e3e-b505-9e4ff1e037bb,FLY,30
7e669169-90c6-5e3e-b505-9e4ff1e037bb,WALK,5
e8fa0610-fcd4-578b-a004-9b02f3e12e79,CLIMB,30
e8fa0610-fcd4-578b-a004-9b02f3e12e79,SWIM,30
e8fa0610-fcd4-578b-a004-9b02f3e12e79,WALK,30
fbf352de-cd2c-5bff-9e7d-2a8484f77e27,FLY,60
fbf352de-cd2c-5bff-9e7d-2a8484f77e27,WALK,10
dba98ca4-777a-5292-9627-6dc3d8329dfa,WALK,40
8ad6b35d-fff5-56c8-baca-948e73b089d6,CLIMB,30
8ad6b35d-fff5-56c8-baca-948e73b089d6,WALK,40
b6f94207-b056-56fd-9747-762bbe4f62d1,WALK,50
e183bc79-04bb-5372-9169-b047f0e7fcd6,CLIMB,40
e183bc79-04bb-5372-9169-b047f0e7fcd6,WALK,40
8ee1744b-2bf5-5117-9808-7ac72a68ca02,SWIM,30
8ee1744b-2bf5-5117-9808-7ac72a68ca02,WALK,30
4d370c01-4309-5e7d-a5d9-d51320c84a17,SWIM,20
4d370c01-4309-5e7d-a5d9-d51320c84a17,WALK,20
2b88b661-117c-51b2-8b74-279854c1b565,SWIM,30
2b88b661-117c-51b2-8b74-279854c1b565,WALK,20
027e374f-1431-505c-8ca2-061b30f0a547,WALK,50
581ffc25-bb48-5abb-8d11-a0fd283cdd51,WALK,50
15ef5b28-bc68-50f0-844f-48a1fa78e40b,WALK,40
bd286536-4c3c-53bc-bc3f-d62098bdc7c5,FLY,60
bd286536-4c3c-53bc-bc3f-d62098bdc7c5,WALK,10
77d8fc42-d344-5b9c-804d-aac44d28e38c,WALK,40
4d0cc8d8-ecf9-56dd-9ede-83defb697727,WALK,50
a3920a7b-d766-5442-b584-de6729fc059b,FLY,60
a3920a7b-d766-5442-b584-de6729fc059b,SWIM,30
a3920a7b-d766-5442-b584-de6729fc059b,WALK,30
7a085fe5-878b-56af-a2e9-3f0fb62efc2d,SWIM,20
7a085fe5-878b-56af-a2e9-3f0fb62efc2d,WALK,20
c3c4447d-d53b-54e0-849b-acea0f269941,CLIMB,40
c3c4447d-d53b-54e0-849b-acea0f269941,WALK,40
460f5a70-c348-5f39-92f1-37f1daea128f,BURROW,10
460f5a70-c348-5f39-92f1-37f1daea128f,WALK,30
f6e2ab23-a44c-5809-8a57-569bf87665ab,FLY,60
f6e2ab23-a44c-5809-8a57-569bf87665ab,WALK,10
e0b6604b-fd2e-54cd-bd8b-8a7238ef5e58,WALK,40
d06d792a-0b72-5500-97c2-7a2734774638,CLIMB,30
d06d792a-0b72-5500-97c2-7a2734774638,WALK,30
75955c5b-486d-587d-b3a3-c3093ac273bf,SWIM,30
75955c5b-486d-587d-b3a3-c3093ac273bf,WALK,30
d87be2e4-fb8e-5dd5-a4e7-76df0b0d9cad,SWIM,30
d87be2e4-fb8e-5dd5-a4e7-76df0b0d9cad,WALK,30
478baab9-87bd-546b-8fcf-ad8da7d9d1fd,SWIM,50
478baab9-87bd-546b-8fcf-ad8da7d9d1fd,WALK,30
913450cc-5e2c-5fb3-8705-5128e36f9efd,FLY,80
913450cc-5e2c-5fb3-8705-5128e36f9efd,WALK,10
2d5e9b1e-44d6-5725-bd4e-fb25c296e462,WALK,60
6564e3d3-b0c6-5412-b3d6-cf949797b340,CLIMB,30
6564e3d3-b0c6-5412-b3d6-cf949797b340,WALK,30
3aa55d3f-d417-5980-9403-85590374a7cd,SWIM,30
3aa55d3f-d417-5980-9403-85590374a7cd,WALK,30
6973e0ef-9840-5b46-8352-b6ce443262b8,CLIMB,30
6973e0ef-9840-5b46-8352-b6ce443262b8,WALK,40
aabb5741-b2ed-53fb-90c9-194eef10f36c,WALK,50
1058ea9a-cdae-5a42-9cd6-426cacacd53a,CLIMB,40
1058ea9a-cdae-5a42-9cd6-426cacacd53a,WALK,40
46ff34df-1bd3-5e91-a2bd-37960bea0a03,SWIM,60
46ff34df-1bd3-5e91-a2bd-37960bea0a03,WALK,10
475622ca-91c4-5069-99b6-59d4f6faae01,FLY,60
475622ca-91c4-5069-99b6-59d4f6faae01,WALK,5
24f1f770-8a07-548a-9483-3a4a57422c30,CLIMB,30
24f1f770-8a07-548a-9483-3a4a57422c30,WALK,30
4e913c2b-f884-5a7a-ba94-822c8cd7f92f,WALK,40
26091374-ee53-598e-ab79-2a30627828fd,SWIM,40
26091374-ee53-598e-ab79-2a30627828fd,WALK,5
b781341f-53df-5351-adce-594339b75a60,SWIM,60
b781341f-53df-5351-adce-594339b75a60,WALK,5
8c3e18e9-fa7a-596d-8eab-eaa84a7a46cc,CLIMB,30
8c3e18e9-fa7a-596d-8eab-eaa84a7a46cc,WALK,30
f45f554c-214e-58ac-8db3-7023bf6d0dba,SWIM,30
f45f554c-214e-58ac-8db3-7023bf6d0dba,WALK,30
611baf20-2499-5435-b163-35f131e23f34,SWIM,40
611baf20-2499-5435-b163-35f131e23f34,WALK,40
1a4f6c0f-9861-5eea-8341-245614a44a1d,FLY,60
1a4f6c0f-9861-5eea-8341-245614a44a1d,WALK,10
e948d696-8fc3-5c95-83a5-be3bda6d269f,FLY,50
e948d696-8fc3-5c95-83a5-be3bda6d269f,WALK,10
ea14d920-c245-5a0a-9c31-5d070a772f22,CLIMB,30
ea14d920-c245-5a0a-9c31-5d070a772f22,WALK,40
86f4e1dc-af44-5df4-af07-38e16b0d42e5,CLIMB,40
86f4e1dc-af44-5df4-af07-38e16b0d42e5,WALK,40
0995e01e-9ad2-5e88-91e1-4d1256c81e0d,CLIMB,30
0995e01e-9ad2-5e88-91e1-4d1256c81e0d,WALK,40
1d5fb367-861f-55a2-a0ee-17f5ee5601ab,FLY,60
1d5fb367-861f-55a2-a0ee-17f5ee5601ab,WALK,10
b094039b-a035-5218-9193-3313936b8be7,SWIM,30
b094039b-a035-5218-9193-3313936b8be7,WALK,30
905752d8-88ea-59fe-ac62-39fff35f001a,SWIM,40
905752d8-88ea-59fe-ac62-39fff35f001a,WALK,5
5aada601-7d74-5733-8653-303c5fc96510,WALK,50
7cd129fc-6030-5d4d-8759-74aa10517bce,WALK,40
65fde1c1-a4d6-5b21-b3f0-16725f2dd652,SWIM,60
65fde1c1-a4d6-5b21-b3f0-16725f2dd652,WALK,5
e9b826a1-4493-5478-8912-f83e238b3ae6,WALK,50
8cab57c1-6781-50af-a20b-ae3413d3e924,CLIMB,20
8cab57c1-6781-50af-a20b-ae3413d3e924,WALK,20
6d01b2f9-9ed2-5558-9bba-9a8b8dee6bcf,WALK,50
6f0d4325-784e-5e2f-bd7d-e3efc43aebb8,WALK,40
934e95a7-8cdd-5c98-80c4-5623992c89f2,WALK,40
d895b410-3c8d-5f9e-9b45-9bab36bc9df4,SWIM,30
d895b410-3c8d-5f9e-9b45-9bab36bc9df4,WALK,5
3f8711de-c48a-5113-86be-61a2583856a5,FLY,60
3f8711de-c48a-5113-86be-61a2583856a5,WALK,5
176f343f-7358-51f3-8a54-73b194b6f168,CLIMB,40
176f343f-7358-51f3-8a54-73b194b6f168,WALK,50
c80fb495-a4ab-524c-bc2a-475519780036,SWIM,40
c80fb495-a4ab-524c-bc2a-475519780036,WALK,5
2240fe73-1e5f-5b5a-8112-15617be27359,SWIM,40
2240fe73-1e5f-5b5a-8112-15617be27359,WALK,20
7b750e4f-bccc-5fed-9d8d-7043cd090cf7,SWIM,40
7b750e4f-bccc-5fed-9d8d-7043cd090cf7,WALK,40
3130cd14-8986-5456-8043-0704dd099eca,WALK,40
6edf1244-0ae3-5af0-8214-039bd1eefd77,FLY,60
6edf1244-0ae3-5af0-8214-039bd1eefd77,WALK,10
11d65c3a-8e54-5952-a6f2-eaff28758666,CLIMB,20
11d65c3a-8e54-5952-a6f2-eaff28758666,WALK,20
bc1b97fc-ee6e-5f56-9863-a8576a568f73,FLY,50
bc1b97fc-ee6e-5f56-9863-a8576a568f73,WALK,10
94f473e4-9727-5279-8e28-ebe6374c7b99,SWIM,30
94f473e4-9727-5279-8e28-ebe6374c7b99,WALK,5
3116d113-feaf-5d6f-8152-d505e34c75c2,WALK,40
8fc2a5bc-ab2a-53db-a7a3-d54a3082ac46,WALK,60
6df7e48c-594b-55b7-b782-126e1cd6fe9a,WALK,40
409b626c-a75e-5477-94b8-89e30104c5ca,WALK,10
5a27e7b0-f4c5-5273-b30c-99cf462c5123,SWIM,20
5a27e7b0-f4c5-5273-b30c-99cf462c5123,WALK,5
6c1110ac-9efe-5ff8-9315-65bc7c24604a,CLIMB,20
6c1110ac-9efe-5ff8-9315-65bc7c24604a,WALK,20
f23951e9-2ae5-5d59-a8b4-8645656eaf73,FLY,30
f23951e9-2ae5-5d59-a8b4-8645656eaf73,WALK,5
f97ba6a3-9c10-5b80-bc82-c1fb06994232,FLY,20
f97ba6a3-9c10-5b80-bc82-c1fb06994232,WALK,20
362e7590-8cfd-5e25-bb73-34828a95590c,SWIM,40
362e7590-8cfd-5e25-bb73-34828a95590c,WALK,5
ce08d39e-2494-5328-a263-7a6dc8e07f2c,CLIMB,30
ce08d39e-2494-5328-a263-7a6dc8e07f2c,WALK,30
6e849023-f3fc-53f6-8107-6a55a13fad07,FLY,50
6e849023-f3fc-53f6-8107-6a55a13fad07,WALK,10
1e267715-ad40-55b3-b727-2a0924acb21c,SWIM,30
1e267715-ad40-55b3-b727-2a0924acb21c,WALK,30
ecf3b3c2-b07f-5486-8d88-519737f4208e,WALK,40
f02fd4c3-44f5-5c10-b8e7-13c81ea54fd6,WALK,50
eebe064b-8aed-5057-a70d-49e7f7c9d6d6,WALK,50
5b5d0992-3c70-5aba-80cd-02726d16b5b5,SWIM,30
5b5d0992-3c70-5aba-80cd-02726d16b5b5,WALK,30
9e04b05d-88ba-586f-ac51-c0251d7ad6af,FLY,50
9e04b05d-88ba-586f-ac51-c0251d7ad6af,WALK,10
ece6832f-59fc-5097-b4e4-8be81a97246e,WALK,60
652faf9a-811c-5562-8d03-4bf487a694de,CLIMB,30
652faf9a-811c-5562-8d03-4bf487a694de,WALK,30
5bf3ee90-3414-50f4-a444-904ba1153aab,WALK,40
