stat_block_id,spell_name,spell_level,uses_reset,uses_max
7b035506-c08d-5e3b-9953-a27493b96e96,Detect Magic,NULL,AT_WILL,NULL
7b035506-c08d-5e3b-9953-a27493b96e96,Mage Hand,NULL,AT_WILL,NULL
7b035506-c08d-5e3b-9953-a27493b96e96,Minor Illusion,NULL,AT_WILL,NULL
7b035506-c08d-5e3b-9953-a27493b96e96,Water Breathing,NULL,AT_WILL,NULL
7b035506-c08d-5e3b-9953-a27493b96e96,Detect Thoughts,NULL,PER_DAY,2
7b035506-c08d-5e3b-9953-a27493b96e96,Dimension Door,NULL,PER_DAY,2
7b035506-c08d-5e3b-9953-a27493b96e96,Hold Person,3,PER_DAY,2
7b035506-c08d-5e3b-9953-a27493b96e96,Lightning Bolt,4,PER_DAY,2
2befbad5-fc44-5196-925e-4aef0bc84a75,Detect Magic,NULL,AT_WILL,NULL
2befbad5-fc44-5196-925e-4aef0bc84a75,Light,NULL,AT_WILL,NULL
2befbad5-fc44-5196-925e-4aef0bc84a75,Control Weather,NULL,PER_DAY,1
631e533d-18b2-5a2f-8152-df17a92aea99,Detect Evil and Good,NULL,AT_WILL,NULL
631e533d-18b2-5a2f-8152-df17a92aea99,Druidcraft,NULL,AT_WILL,NULL
631e533d-18b2-5a2f-8152-df17a92aea99,Calm Emotions,NULL,PER_DAY,1
631e533d-18b2-5a2f-8152-df17a92aea99,Dispel Evil and Good,NULL,PER_DAY,1
631e533d-18b2-5a2f-8152-df17a92aea99,Entangle,NULL,PER_DAY,1
631e533d-18b2-5a2f-8152-df17a92aea99,Pass without Trace,NULL,PER_DAY,1
631e533d-18b2-5a2f-8152-df17a92aea99,Word of Recall,NULL,PER_DAY,1
