id,created_at,updated_at,version,name,description,ordinal,vocation_id,subclass_id,vocation_level,activation,uses_reset
934409b5-069b-5fd9-8f55-6b36c6082444,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Improved Blessed Strikes,"The option you chose for Blessed Strikes grows more powerful.

Divine Strike. The extra damage of your Divine Strike increases to 2d8.

Potent Spellcasting. When you cast a Cleric cantrip and deal damage to a creature with it, you can give vitality to yourself or another creature within 60 feet of yourself, granting a number of Temporary Hit Points equal to twice your Wisdom modifier.",8,5a766548-3c4f-5273-89ee-11a90d1e7ce1,NULL,14,PASSIVE,AT_WILL
9cf46550-b2d6-5c73-bb99-1cac3d77c888,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Epic Boon,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Fate is recommended.",9,5a766548-3c4f-5273-89ee-11a90d1e7ce1,NULL,19,PASSIVE,AT_WILL
94394c7c-91d9-5f64-85da-ba6c0672924e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Greater Divine Intervention,"You can call on even more powerful divine intervention. When you use your Divine Intervention feature, you can choose Wish when you select a spell. If you do so, you can't use Divine Intervention again until you finish 2d4 Long Rests.",10,5a766548-3c4f-5273-89ee-11a90d1e7ce1,NULL,20,PASSIVE,AT_WILL
540fde7b-5818-58d0-92bf-7ccba42d4809,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Disciple of Life,"When a spell you cast with a spell slot restores Hit Points to a creature, that creature regains additional Hit Points on the turn you cast the spell. The additional Hit Points equal 2 plus the spell slot's level.",11,5a766548-3c4f-5273-89ee-11a90d1e7ce1,b55218ca-2de8-5705-af1d-24acbfe2f75c,3,PASSIVE,AT_WILL
757a29f3-672a-5ecd-bd17-7b62d7ce3368,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Life Domain Spells,"Your connection to this divine domain ensures you always have certain spells ready. When you reach a Cleric level specified in the Life Domain Spells table, you thereafter always have the listed spells prepared.

Life Domain Spells
Cleric Level  Prepared Spells
3  Aid, Bless, Cure Wounds,
Lesser Restoration
5  Mass Healing Word, Revivify
7  Aura of Life, Death Ward
9  Greater Restoration, Mass Cure Wounds",12,5a766548-3c4f-5273-89ee-11a90d1e7ce1,b55218ca-2de8-5705-af1d-24acbfe2f75c,3,PASSIVE,AT_WILL
4d28f9e3-851e-5ceb-9d5a-e3b9cc58622e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Preserve Life,"As a Magic action, you present your Holy Symbol and expend a use of your Channel Divinity to evoke healing energy that can restore a number of Hit Points equal to five times your Cleric level. Choose Bloodied creatures within 30 feet of yourself (which can include you), and divide those Hit Points among them. This feature can restore a creature to no more than half its Hit Point maximum.",13,5a766548-3c4f-5273-89ee-11a90d1e7ce1,b55218ca-2de8-5705-af1d-24acbfe2f75c,3,PASSIVE,AT_WILL
c058bfd9-7ac9-5743-83da-9bfa9aa21ed6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Blessed Healer,"The healing spells you cast on others heal you as well. Immediately after you cast a spell with a spell slot that restores Hit Points to one or more creatures other than yourself, you regain Hit Points equal to 2 plus the spell slot's level.",14,5a766548-3c4f-5273-89ee-11a90d1e7ce1,b55218ca-2de8-5705-af1d-24acbfe2f75c,6,PASSIVE,AT_WILL
194a1836-523e-5c4d-ab72-ea584f739dd1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Supreme Healing,"When you would normally roll one or more dice to restore Hit Points to a creature with a spell or Channel Divinity, don't roll those dice for the healing; instead use the highest number possible for each die. For example, instead of restoring 2d6 Hit Points to a creature with a spell, you restore 12.",15,5a766548-3c4f-5273-89ee-11a90d1e7ce1,b55218ca-2de8-5705-af1d-24acbfe2f75c,17,PASSIVE,AT_WILL
66ee3d45-9cdc-538c-8ea4-3542d25445ee,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Spellcasting,"You have learned to cast spells through studying the mystical forces of nature. See ""Spells"" for the rules on spellcasting. The information below details

——Spell Slots per Spell Level——
Prepared
Cantrips  Spells  1  2  3  4  5  6  7  8  9
2  4  2 — — — — — — — —
2  5  3 — — — — — — — —
2  6  4  2 — — — — — — —
3  7  4  3 — — — — — — —
3  9  4  3  2 — — — — — —
3  10  4  3  3 — — — — — —
3  11  4  3  3  1 — — — — —
3  12  4  3  3  2 — — — — —
3  14  4  3  3  3  1 — — — —
4  15  4  3  3  3  2 — — — —
4  16  4  3  3  3  2  1 — — —
4  16  4  3  3  3  2  1 — — —
4  17  4  3  3  3  2  1  1 — —
4  17  4  3  3  3  2  1  1 — —
4  18  4  3  3  3  2  1  1  1 —
4  18  4  3  3  3  2  1  1  1 —
4  19  4  3  3  3  2  1  1  1  1
4  20  4  3  3  3  3  1  1  1  1
4  21  4  3  3  3  3  2  1  1  1
4  22  4  3  3  3  3  2  2  1  1

how you use those rules with Druid spells, which appear on the Druid spell list later in the class's description.

Cantrips. You know two cantrips of your choice from the Druid spell list. Druidcraft and Produce Flame are recommended.

Whenever you gain a Druid level, you can replace one of your cantrips with another cantrip of your choice from the Druid spell list.

When you reach Druid levels 4 and 10, you learn another cantrip of your choice from the Druid spell list, as shown in the Cantrips column of the Druid Features table.

Spell Slots. The Druid Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a Long Rest.

Prepared Spells of Level 1+. You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose four level 1 spells from the Druid spell list. Animal Friendship, Cure Wounds, Faerie Fire, and Thunderwave are recommended.

The number of spells on your list increases as you gain Druid levels, as shown in the Prepared Spells column of the Druid Features table. Whenever that number increases, choose additional spells from the Druid spell list until the number of spells on your list matches the number on the table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 3 Druid, your list of prepared spells can include six spells of levels 1 and 2 in any combination.

If another Druid feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Druid spells for you.

Changing Your Prepared Spells. Whenever you finish a Long Rest, you can change your list of prepared spells, replacing any of the spells with other Druid spells for which you have spell slots.

Spellcasting Ability. Wisdom is your spellcasting ability for your Druid spells.

Spellcasting Focus. You can use a Druidic Focus as a Spellcasting Focus for your Druid spells.",0,d328bebd-d404-53ab-a8e1-30020cfac6e6,NULL,1,PASSIVE,AT_WILL
88928424-80cc-5071-81db-18008c18003a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Druidic,"You know Druidic, the secret language of Druids. While learning this ancient tongue, you also unlocked the magic of communicating with animals; you always have the Speak with Animals spell prepared.

You can use Druidic to leave hidden messages. You and others who know Druidic automatically spot such a message. Others spot the message's presence with a successful DC 15 Intelligence (Investigation) check but can't decipher it without magic.",1,d328bebd-d404-53ab-a8e1-30020cfac6e6,NULL,1,PASSIVE,AT_WILL
2f6f0d13-3dd3-516c-a265-7d059f35af46,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Primal Order,"You have dedicated yourself to one of the following sacred roles of your choice. Magician. You know one extra cantrip from the Druid spell list. In addition, your mystical connection to nature gives you a bonus to your Intelligence (Arcana or Nature) checks. The bonus equals your Wisdom modifier (minimum bonus of +1). Warden. Trained for battle, you gain proficiency with Martial weapons and training with Medium armor.",2,d328bebd-d404-53ab-a8e1-30020cfac6e6,NULL,1,PASSIVE,AT_WILL
15b8a84f-5785-5924-9a28-366395de37e2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Wild Shape,"The power of nature allows you to assume the form of an animal. As a Bonus Action, you shape-shift into a Beast form that you have learned for this feature (see ""Known Forms"" below). You stay in that form for a number of hours equal to half your Druid level or until you use Wild Shape again, have the Incapacitated condition, or die. You can also leave the form early as a Bonus Action.

Number of Uses. You can use Wild Shape twice. You regain one expended use when you finish a Short Rest, and you regain all expended uses when you finish a Long Rest.

You gain additional uses when you reach certain Druid levels, as shown in the Wild Shape column of the Druid Features table.

Known Forms. You know four Beast forms for this feature, chosen from among Beast stat blocks that have a maximum Challenge Rating of 1/4 and that lack a Fly Speed (see ""Animals"" in ""Monsters"" for stat block options). The Rat, Riding Horse, Spider, and Wolf are recommended. Whenever you finish a Long Rest, you can replace one of your known forms with another eligible form.

When you reach certain Druid levels, your number of known forms and the maximum Challenge Rating for those forms increases, as shown in the Beast Shapes table. In addition, starting at level 8, you can adopt a form that has a Fly Speed.

When choosing known forms, you may look in other sources for eligible Beasts if the Game Master permits you to do so.

Beast Shapes
Druid  Known  Max  Fly
Level  Forms  CR  Speed
2  4  1/4  No
4  6  1/2  No
8  8  1  Yes

Rules While Shape-Shifted. While in a form, you retain your personality, memories, and ability to speak, and the following rules apply: Temporary Hit Points. When you assume a Wild Shape form, you gain a number of Temporary Hit Points equal to your Druid level. Game Statistics. Your game statistics are replaced by the Beast's stat block, but you retain your creature type; Hit Points; Hit Point Dice; Intelligence, Wisdom, and Charisma scores; class features; languages; and feats. You also retain your skill and saving throw proficiencies and use your Proficiency Bonus for them, in addition to gaining the proficiencies of the creature. If a skill or saving throw modifier in the Beast's stat block is higher than yours, use the one in the stat block. No Spellcasting. You can't cast spells, but shapeshifting doesn't break your Concentration or otherwise interfere with a spell you've already cast. Objects. Your ability to handle objects is determined by the form's limbs rather than your own. In addition, you choose whether your equipment falls in your space, merges into your new form, or is worn by it. Worn equipment functions as normal, but the GM decides whether it's practical for the new form to wear a piece of equipment based on the creature's size and shape. Your equipment doesn't change size or shape to match the new form, and any equipment that the new form can't wear must either fall to the ground or merge with the form. Equipment that merges with the form has no effect while you're in that form.",3,d328bebd-d404-53ab-a8e1-30020cfac6e6,NULL,2,PASSIVE,AT_WILL
01de7358-9f25-51f1-9b1a-a5786537ab55,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Wild Companion,"You can summon a nature spirit that assumes an animal form to aid you. As a Magic action, you can expend a spell slot or a use of Wild Shape to cast the Find Familiar spell without Material components.

When you cast the spell in this way, the familiar is Fey and disappears when you finish a Long Rest.",4,d328bebd-d404-53ab-a8e1-30020cfac6e6,NULL,2,PASSIVE,AT_WILL
dec9f3d9-26a7-57d2-9860-0559be5237ba,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Druid Subclass,"You gain a Druid subclass of your choice. The Circle of the Land subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Druid levels. For the rest of your career, you gain each of your subclass's features that are of your Druid level or lower.",5,d328bebd-d404-53ab-a8e1-30020cfac6e6,NULL,3,PASSIVE,AT_WILL
6f459f54-0f76-5d1a-b7d7-c4c08868d99d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Ability Score Improvement,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Druid levels 8, 12, and 16.",6,d328bebd-d404-53ab-a8e1-30020cfac6e6,NULL,4,PASSIVE,AT_WILL
55fd5d64-2ce6-55e8-8278-e4c4d61d4651,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Wild Resurgence,"Once on each of your turns, if you have no uses of Wild Shape left, you can give yourself one use by expending a spell slot (no action required).

In addition, you can expend one use of Wild Shape (no action required) to give yourself a level 1 spell slot, but you can't do so again until you finish a Long Rest.",7,d328bebd-d404-53ab-a8e1-30020cfac6e6,NULL,5,PASSIVE,AT_WILL
72106860-9114-5e85-a136-2a35efbd1473,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Elemental Fury,"The might of the elements flows through you. You gain one of the following options of your choice.

Potent Spellcasting. Add your Wisdom modifier to the damage you deal with any Druid cantrip.

Primal Strike. Once on each of your turns when you hit a creature with an attack roll using a weapon or a Beast form's attack in Wild Shape, you can cause the target to take an extra 1d8 Cold, Fire, Lightning, or Thunder damage (choose when you hit).",8,d328bebd-d404-53ab-a8e1-30020cfac6e6,NULL,7,PASSIVE,AT_WILL
d39ca060-2e87-5c4c-b946-6dcef96a101c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Improved Elemental Fury,"The option you chose for Elemental Fury grows more powerful, as detailed below.

Potent Spellcasting. When you cast a Druid cantrip with a range of 10 feet or greater, the spell's range increases by 300 feet.

Primal Strike. The extra damage of your Primal Strike increases to 2d8.",9,d328bebd-d404-53ab-a8e1-30020cfac6e6,NULL,15,PASSIVE,AT_WILL
7ac1e779-3e34-5c52-ac06-e663d8d6278a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Beast Spells,"While using Wild Shape, you can cast spells in Beast form, except for any spell that has a Material component with a cost specified or that consumes its Material component.",10,d328bebd-d404-53ab-a8e1-30020cfac6e6,NULL,18,PASSIVE,AT_WILL
f6850e2c-6894-521c-b360-8de97bc4c53d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Epic Boon,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Dimensional Travel is recommended.",11,d328bebd-d404-53ab-a8e1-30020cfac6e6,NULL,19,PASSIVE,AT_WILL
29531860-0dae-5515-aa56-23062132b81a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Archdruid,"The vitality of nature constantly blooms within you, granting you the following benefits.

Evergreen Wild Shape. Whenever you roll Initiative and have no uses of Wild Shape left, you regain one expended use of it.

Nature Magician. You can convert uses of Wild Shape into a spell slot (no action required). Choose a number of your unexpended uses of Wild Shape and convert them into a single spell slot, with each use contributing 2 spell levels. For example, if you convert two uses of Wild Shape, you produce a level 4 spell slot. Once you use this benefit, you can't do so again until you finish a Long Rest. Longevity. The primal magic that you wield causes you to age more slowly. For every ten years that pass, your body ages only one year.",12,d328bebd-d404-53ab-a8e1-30020cfac6e6,NULL,20,PASSIVE,AT_WILL
6cbed208-8b70-585f-b5c6-8e0ff8bbc3a3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Circle of the Land Spells,"Whenever you finish a Long Rest, choose one type of land: arid, polar, temperate, or tropical. Consult the table below that corresponds to the chosen type; you have the spells listed for your Druid level and lower prepared.

Arid Land
Druid Level  Circle Spells
3  Blur, Burning Hands, Fire Bolt
5  Fireball
7  Blight
9  Wall of Stone
Polar Land
Druid Level  Circle Spells
3  Fog Cloud, Hold Person, Ray of Frost
5  Sleet Storm
7  Ice Storm
9  Cone of Cold
Temperate Land
Druid Level  Circle Spells
3  Misty Step, Shocking Grasp, Sleep
5  Lightning Bolt
7  Freedom of Movement
9  Tree Stride
Tropical Land
Druid Level  Circle Spells
3  Acid Splash, Ray of Sickness, Web
5  Stinking Cloud
7  Polymorph
9  Insect Plague",13,d328bebd-d404-53ab-a8e1-30020cfac6e6,7514ab83-4164-5d75-9d7a-4770b10bbe5d,3,PASSIVE,AT_WILL
cf9caa0a-e7e2-5688-bea9-251f40125a03,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Land's Aid,"As a Magic action, you can expend a use of your Wild Shape and choose a point within 60 feet of yourself. Vitality-giving flowers and life-draining thorns appear for a moment in a 10-foot-radius Sphere centered on that point. Each creature of your choice in the Sphere must make a Constitution saving throw against your spell save DC, taking 2d6 Necrotic damage on a failed save or half as much damage on a successful one. One creature of your choice in that area regains 2d6 Hit Points.

The damage and healing increase by 1d6 when you reach Druid levels 10 (3d6) and 14 (4d6).",14,d328bebd-d404-53ab-a8e1-30020cfac6e6,7514ab83-4164-5d75-9d7a-4770b10bbe5d,3,PASSIVE,AT_WILL
f92d2577-e209-5e72-9213-90a175e1add5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Natural Recovery,"You can cast one of the level 1+ spells that you have prepared from your Circle Spells feature without expending a spell slot, and you must finish a Long Rest before you do so again.

In addition, when you finish a Short Rest, you can choose expended spell slots to recover. The spell slots can have a combined level that is equal to or less than half your Druid level (round up), and none of them can be level 6+. For example, if you're a level 6 Druid, you can recover up to three levels' worth of spell slots. You can recover a level 3 spell slot, a level 2 and a level 1 spell slot, or three level 1 spell slots. Once you recover spell slots with this feature, you can't do so again until you finish a Long Rest.",15,d328bebd-d404-53ab-a8e1-30020cfac6e6,7514ab83-4164-5d75-9d7a-4770b10bbe5d,6,PASSIVE,AT_WILL
a5a6d642-3f05-5e4d-bb76-b9ce70b2f868,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Nature's Ward,"You are immune to the Poisoned condition, and you have Resistance to a damage type associated with your current land choice in the Circle Spells feature, as shown in the Nature's Ward table.

Nature's Ward
Land Type  Resistance  Land Type  Resistance
Arid  Fire  Temperate  Lightning
Polar  Cold  Tropical  Poison",16,d328bebd-d404-53ab-a8e1-30020cfac6e6,7514ab83-4164-5d75-9d7a-4770b10bbe5d,10,PASSIVE,AT_WILL
32fad063-3a2f-59a5-8af7-b0370838a8b1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Nature's Sanctuary,"As a Magic action, you can expend a use of your Wild Shape and cause spectral trees and vines to appear in a 15-foot Cube on the ground within 120 feet of yourself. They last there for 1 minute or until you have the Incapacitated condition or die. You and your allies have Half Cover while in that area, and your allies gain the current Resistance of your Nature's Ward while there.

As a Bonus Action, you can move the Cube up to 60 feet to ground within 120 feet of yourself.",17,d328bebd-d404-53ab-a8e1-30020cfac6e6,7514ab83-4164-5d75-9d7a-4770b10bbe5d,14,PASSIVE,AT_WILL
ed7e32c3-1eb5-5777-9d66-fc540695cebd,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Fighting Style,"You have honed your martial prowess and gain a Fighting Style feat of your choice (see ""Feats""). Defense is recommended.

Whenever you gain a Fighter level, you can replace the feat you chose with a different Fighting Style feat.

Second  Weapon
Wind  Mastery
2  3
2  3
2  3
3  4
3  4
3  4
3  4
3  4
3  4
4  5
4  5
4  5
4  5
4  5
4  5
4  6
4  6
4  6
4  6
4  6",0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,1,PASSIVE,AT_WILL
8b3db7d7-1e74-5b0c-94c1-b60286558cd5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Second Wind,"You have a limited well of physical and mental stamina that you can draw on. As a Bonus Action, you can use it to regain Hit Points equal to 1d10 plus your Fighter level.

You can use this feature twice. You regain one expended use when you finish a Short Rest, and you regain all expended uses when you finish a Long Rest.

When you reach certain Fighter levels, you gain more uses of this feature, as shown in the Second Wind column of the Fighter Features table.",1,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,1,PASSIVE,AT_WILL
4e50ab33-29f6-572a-9d58-8321f31340b7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Weapon Mastery,"Your training with weapons allows you to use the mastery properties of three kinds of Simple or Martial weapons of your choice. Whenever you finish a Long Rest, you can practice weapon drills and change one of those weapon choices.

When you reach certain Fighter levels, you gain the ability to use the mastery properties of more kinds of weapons, as shown in the Weapon Mastery column of the Fighter Features table.",2,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,1,PASSIVE,AT_WILL
2f55ac60-a3e4-5c04-9ec4-bd6d4cae0c2c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Action Surge,"You can push yourself beyond your normal limits for a moment. On your turn, you can take one additional action, except the Magic action.

Once you use this feature, you can't do so again until you finish a Short or Long Rest. Starting at level 17, you can use it twice before a rest but only once on a turn.",3,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,2,PASSIVE,AT_WILL
e5a4627e-b2df-5518-92b7-e11a10690559,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Tactical Mind,"You have a mind for tactics on and off the battlefield. When you fail an ability check, you can expend a use of your Second Wind to push yourself toward success. Rather than regaining Hit Points, you roll 1d10 and add the number rolled to the ability check, potentially turning it into a success. If the check still fails, this use of Second Wind isn't expended.",4,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,2,PASSIVE,AT_WILL
7f3a56e1-cba1-537b-8d37-79fd5fd69b6c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Fighter Subclass,"You gain a Fighter subclass of your choice. The Champion subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Fighter levels. For the rest of your career, you gain each of your subclass's features that are of your Fighter level or lower.",5,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,3,PASSIVE,AT_WILL
77df2bba-fe1b-54ea-856d-099fcfd46f55,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Ability Score Improvement,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Fighter levels 6, 8, 12, 14, and 16.",6,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,4,PASSIVE,AT_WILL
ba460c67-7ab6-5524-bdbc-2865419b1bb9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Extra Attack,You can attack twice instead of once whenever you take the Attack action on your turn.,7,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,5,PASSIVE,AT_WILL
4319cc7d-cfd1-59b0-b26e-5d3e582bb853,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Tactical Shift,"Whenever you activate your Second Wind with a Bonus Action, you can move up to half your Speed without provoking Opportunity Attacks.",8,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,5,PASSIVE,AT_WILL
4c88f47b-3154-58fc-8a37-2f82cda73658,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Indomitable,"If you fail a saving throw, you can reroll it with a bonus equal to your Fighter level. You must use the new roll, and you can't use this feature again until you finish a Long Rest.

You can use this feature twice before a Long Rest starting at level 13 and three times before a Long Rest starting at level 17.",9,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,9,PASSIVE,AT_WILL
1aa2bb83-acc4-5bea-b1fd-1e91dba781a0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Tactical Master,"When you attack with a weapon whose mastery property you can use, you can replace that property with the Push, Sap, or Slow property for that attack.",10,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,9,PASSIVE,AT_WILL
e7e82bf2-4d86-5959-973b-61f3482c8559,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Two Extra Attacks,You can attack three times instead of once whenever you take the Attack action on your turn.,11,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,11,PASSIVE,AT_WILL
087ea89c-4eb2-53d5-9622-668fd34ec101,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Studied Attacks,"You study your opponents and learn from each attack you make. If you make an attack roll against a creature and miss, you have Advantage on your next attack roll against that creature before the end of your next turn.",12,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,13,PASSIVE,AT_WILL
c9769f4a-90c2-5607-94c1-2853f762b1a3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Epic Boon,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Combat Prowess is recommended.",13,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,19,PASSIVE,AT_WILL
67c06963-8f93-53d0-a3c4-2a5aea6d972e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Three Extra Attacks,You can attack four times instead of once whenever you take the Attack action on your turn.,14,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,NULL,20,PASSIVE,AT_WILL
b52d3b78-3cc3-57cc-bd58-88f7bc786b81,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Improved Critical,Your attack rolls with weapons and Unarmed Strikes can score a Critical Hit on a roll of 19 or 20 on the d20.,15,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,f1304d31-ec62-5275-8331-c8977c999cc9,3,PASSIVE,AT_WILL
862759c4-a1e8-5d6c-882c-c3ea81af8d9d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Remarkable Athlete,"Thanks to your athleticism, you have Advantage on Initiative rolls and Strength (Athletics) checks.

In addition, immediately after you score a Critical Hit, you can move up to half your Speed without provoking Opportunity Attacks.",16,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,f1304d31-ec62-5275-8331-c8977c999cc9,3,PASSIVE,AT_WILL
8d55e80e-1e4d-5de9-9b89-f2141f33f728,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Additional Fighting Style,You gain another Fighting Style feat of your choice.,17,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,f1304d31-ec62-5275-8331-c8977c999cc9,7,PASSIVE,AT_WILL
9642d856-7a2c-5414-b038-f94615afec6d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Heroic Warrior,"The thrill of battle drives you toward victory. During combat, you can give yourself Heroic Inspiration whenever you start your turn without it.",18,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,f1304d31-ec62-5275-8331-c8977c999cc9,10,PASSIVE,AT_WILL
a6b5884f-e1b1-5245-9c54-ed162810985b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Superior Critical,Your attack rolls with weapons and Unarmed Strikes can now score a Critical Hit on a roll of 18-20 on the d20.,19,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,f1304d31-ec62-5275-8331-c8977c999cc9,15,PASSIVE,AT_WILL
4401c538-2adb-528e-8d13-d35fb0124dda,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Survivor,"You attain the pinnacle of resilience in battle, giving you these benefits.

Defy Death. You have Advantage on Death Saving Throws. Moreover, when you roll 18-20 on a Death Saving Throw, you gain the benefit of rolling a 20 on it.

Heroic Rally. At the start of each of your turns, you regain Hit Points equal to 5 plus your Constitution modifier if you are Bloodied and have at least 1 Hit Point.",20,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,f1304d31-ec62-5275-8331-c8977c999cc9,18,PASSIVE,AT_WILL
4060a767-a32c-55d0-93ea-2bd0d49eba23,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Martial Arts,"Your practice of martial arts gives you mastery of combat styles that use your Unarmed Strike and Monk weapons, which are the following: •  Simple Melee weapons •  Martial Melee weapons that have the Light property You gain the following benefits while you are unarmed or wielding only Monk weapons and you aren't wearing armor or wielding a Shield.

Bonus Unarmed Strike. You can make an Unarmed Strike as a Bonus Action.

Martial Arts Die. You can roll 1d6 in place of the normal damage of your Unarmed Strike or Monk weapons. This die changes as you gain Monk levels, as shown in the Martial Arts column of the Monk Features table.

Dexterous Attacks. You can use your Dexterity modifier instead of your Strength modifier for the attack and damage rolls of your Unarmed Strikes and Monk weapons. In addition, when you use the Grapple or Shove option of your Unarmed Strike, you can use your Dexterity modifier instead of your Strength modifier to determine the save DC.

Martial  Focus  Unarmored
Arts  Points  Movement
1d6  —  —
1d6  2  +10 ft.
1d6  3  +10 ft.
1d6  4  +10 ft.
1d8  5  +10 ft.
1d8  6  +15 ft.
1d8  7  +15 ft.
1d8  8  +15 ft.
1d8  9  +15 ft.
1d8  10  +20 ft.
1d10  11  +20 ft.
1d10  12  +20 ft.
1d10  13  +20 ft.
1d10  14  +25 ft.
1d10  15  +25 ft.
1d10  16  +25 ft.
1d12  17  +25 ft.
1d12  18  +30 ft.
1d12  19  +30 ft.
1d12  20  +30 ft.",0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,1,PASSIVE,AT_WILL
ae6659aa-3a33-5b52-9916-6de3d8081f83,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Unarmored Defense,"While you aren't wearing armor or wielding a Shield, your base Armor Class equals 10 plus your Dexterity and Wisdom modifiers.",1,29f83bd3-fe5f-5fa3-889f-c685c82ea177,NULL,1,PASSIVE,AT_WILL
