id,created_at,updated_at,version,vocation_id,level,proficiency_bonus,feature_summary,cantrips_known,prepared_spells
ff1cd6b2-6ad5-56f9-9f67-cf531b2fcf6e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,15,5,Subclass feature,NULL,12
7aafb6fe-c4a7-51cb-9588-9d7bf10856f8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,16,5,Ability Score Improvement,NULL,12
bf77994e-c669-59ab-8a36-fbfd16349d84,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,17,6,—,NULL,14
1dcf0a06-81c2-57b4-854d-e54d5d7c0347,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,18,6,Aura Expansion,NULL,14
c7568d2d-2473-595e-83f5-64d9b3c09071,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,19,6,Epic Boon,NULL,15
57a1b108-8692-5575-b2a4-4c80b9d0e2f1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,20,6,Subclass feature,NULL,15
a56f85a9-e11e-57f1-a4d6-683ca13d6d86,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,1,2,"Spellcasting, Favored Enemy, Weapon Mastery",NULL,2
21d02c6a-a8cf-54ba-afdd-9013353c7060,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,2,2,"Deft Explorer, Fighting Style",NULL,3
fddaec75-7bf3-5a2e-bf92-d8f036e22ff2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,3,2,Ranger Subclass,NULL,4
6f611a7e-3e06-50e6-85dd-94137d462a88,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,4,2,Ability Score Improvement,NULL,5
534ddd99-e748-531b-87a7-c919d08256ef,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,5,3,Extra Attack,NULL,6
756ef38d-1797-5ca2-a56f-3408fed329fc,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,6,3,Roving,NULL,6
b0b7c41e-1471-50c5-b0fa-6b99581c2fd9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,7,3,Subclass feature,NULL,7
4bfe7243-aa67-5a6a-a484-c91edbd5cfb7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,8,3,Ability Score Improvement,NULL,7
a76db026-6ef1-54f6-b68f-17baabc51615,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,9,4,Expertise,NULL,9
4360fb43-6fc7-528d-bea4-9c72498f317f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,10,4,Tireless,NULL,9
440da70d-dc3c-5e13-9021-b8bcd0495195,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,11,4,Subclass feature,NULL,10
29ffb1e8-a451-51e1-a796-cabb36a785de,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,12,4,Ability Score Improvement,NULL,10
d41a6341-3afd-5fc9-87fc-b76791ca816e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,13,5,Relentless Hunter,NULL,11
581d5c25-89d6-5b5e-8671-ee92819caa15,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,14,5,Nature's Veil,NULL,11
e3b3dd3b-8559-5c15-a7e8-c81a7e5521f5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,15,5,Subclass feature,NULL,12
e18b7fa3-c40b-5657-a005-1f6b9c1dba55,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,16,5,Ability Score Improvement,NULL,12
8e00facc-02ec-5632-88af-3ffcb91d5dd6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,17,6,Precise Hunter,NULL,14
e2b9aa26-08e5-538c-98e2-cbd5a211d831,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,18,6,Feral Senses,NULL,14
2581d3b1-dae7-55c7-9dac-f7bdeac3ea19,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,19,6,Epic Boon,NULL,15
91018bfe-8386-57fb-8d24-305cc3804823,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bfb29762-cbb4-532e-a82f-54808c7e209d,20,6,Foe Slayer,NULL,15
fa2d7ead-9189-587f-b407-aeb81b92638a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,1,2,"Expertise, Sneak Attack, Thieves' Cant, Weapon Mastery",NULL,NULL
9a4de8e7-9883-5120-9b1b-26a2e73f6456,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,2,2,Cunning Action,NULL,NULL
eb28cc7e-e24d-5057-a889-6d2595edb8e3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,3,2,"Rogue Subclass, Steady Aim",NULL,NULL
7f989448-dadd-598d-a0e1-e7225e572279,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,4,2,Ability Score Improvement,NULL,NULL
734b23f5-0a15-5da2-bf2b-e08fdd6dee85,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,5,3,"Cunning Strike, Uncanny Dodge",NULL,NULL
e0f8cfe0-ebe1-52c9-95b0-32d4f3011f88,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,6,3,Expertise,NULL,NULL
b0502475-7003-5e13-88a5-b17842f8f2f1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,7,3,"Evasion, Reliable Talent",NULL,NULL
f750ebbb-698f-5207-b020-e6c1730aabc7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,8,3,Ability Score Improvement,NULL,NULL
f5b27bb5-0632-5ff7-b0bc-95a10b725c58,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,9,4,Subclass feature,NULL,NULL
e472ab0e-aa88-5907-a711-dd249fe7fe47,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,10,4,Ability Score Improvement,NULL,NULL
d230408c-08f5-5b3b-a8b8-1d5ddd84d980,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,11,4,Improved Cunning Strike,NULL,NULL
6a61585c-4828-5e90-b3e6-c8c9e10b3dc8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,12,4,Ability Score Improvement,NULL,NULL
6a9c4d4b-65d6-5b66-9dac-db59be48a12e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,13,5,Subclass feature,NULL,NULL
ca00acde-2c6b-59cb-bb91-06509166df23,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,14,5,Devious Strikes,NULL,NULL
96eb8873-edbd-56ca-91c2-c299f8bb09a3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,15,5,Slippery Mind,NULL,NULL
9728d44a-709f-58f5-ac34-2e4e624fdf1a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,16,5,Ability Score Improvement,NULL,NULL
26781b7d-956e-5d37-8286-092eb5d621b0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,17,6,Subclass feature,NULL,NULL
4ce3a541-0467-5dca-83b2-8ffe6fbffb19,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,18,6,Elusive,NULL,NULL
49389a5e-f121-5d21-896d-32e9340dc353,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,19,6,Epic Boon,NULL,NULL
7619a2f2-9e03-504e-a04c-17176bf4de25,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12b7133c-16a4-5974-93f6-f5a3b65bd670,20,6,Stroke of Luck,NULL,NULL
e1288b35-2245-5fec-9f5b-64fd21ef5eb8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,1,2,"Spellcasting, Innate Sorcery",4,2
890a1481-47f5-5d50-8ccc-b8723766c6f7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,2,2,"Font of Magic, Metamagic",4,4
e2c3668e-7b22-54e1-8c49-323f5416bb0b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,3,2,Sorcerer Subclass,4,6
73221887-bc41-5b6c-9e86-f356bb06bb2a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,4,2,Ability Score Improvement,5,7
f9252cf9-757d-5309-be7a-9822a9a03faf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,5,3,Sorcerous Restoration,5,9
e0d78807-a285-5ae2-9f75-77b05a256e6f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,6,3,Subclass feature,5,10
9984dd7d-d8a1-5413-bf7c-7c0e42770a6e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,7,3,Sorcery Incarnate,5,11
77c7d1c0-3d7d-5504-9916-5d56912329e5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,8,3,Ability Score Improvement,5,12
dbe39f37-7f03-51fc-8b8a-1a5159ad4979,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,9,4,—,5,14
8bc0b489-f717-5daa-9333-bf9691a00af5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,10,4,Metamagic,6,15
ed6f9c91-a6cc-52ce-af2e-5a2857f8c81d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,11,4,—,6,16
b946dfa2-99be-59b9-9097-814d6503869d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,12,4,Ability Score Improvement,6,16
b808b410-0eef-5f4e-90bc-2f2dc388ac26,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,13,5,—,6,17
3b125f44-99ed-575f-9217-a4057da3095a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,14,5,Subclass feature,6,17
d83cbcad-76a6-5942-8740-8b44e3a31a1b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,15,5,—,6,18
a6de694e-aae7-5900-9005-4d2edeb2dd69,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,16,5,Ability Score Improvement,6,18
7aa2d56c-2749-5878-9154-aa53456bbd29,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,17,6,Metamagic,6,19
46857fb4-9238-52b2-a70e-be0ff6bc3678,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,18,6,Subclass feature,6,20
d0da73cf-7758-505d-85b3-2153a6ce57b0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,19,6,Epic Boon,6,21
2c968a36-ecc0-5c02-b587-26ef32940966,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be,20,6,Arcane Apotheosis,6,22
2a7caf50-db26-5eee-aa0d-a24504079797,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,1,2,"Eldritch Invocations, Pact Magic",2,2
aed78afc-b018-561d-b3c3-3131ef0b3691,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,2,2,Magical Cunning,2,3
cb09831c-d328-5c8a-8fd6-36f031e08fe7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,3,2,Warlock Subclass,2,4
248ac4d8-6feb-5a91-a936-4a937896dbb0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,4,2,Ability Score Improvement,3,5
bcdad4db-f74b-5e2a-9ca0-5fbdee04130b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,5,3,—,3,6
ff738df9-8aa3-5131-9a35-440c7242cefd,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,6,3,Subclass feature,3,7
88e2995a-c7f2-5ae5-a09c-e4e8bff81d31,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,7,3,—,3,8
2fbb9345-4731-5deb-ae1a-c8bc5fae1335,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,8,3,Ability Score Improvement,3,9
0c9bf673-54ca-586f-9bcc-663418c336da,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,9,4,Contact Patron,3,10
7ebe60b3-6f21-5167-8eac-5d7448fd0c8c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,10,4,Subclass feature,4,10
5a8518b5-7a04-57d1-b53e-45480906ce0d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,11,4,Mystic Arcanum (level 6 spell),4,11
0f1e5c3b-5e7b-5205-84ef-5c705a657b53,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,12,4,Ability Score Improvement,4,11
f3b7abd8-da52-5c66-96cf-0986ef061122,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,13,5,Mystic Arcanum (level 7 spell),4,12
53a58ff0-2e47-5760-8ca4-23d040b6f293,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,14,5,Subclass feature,4,12
d0adead9-7e79-53e1-ae5c-edb4ba779203,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,15,5,Mystic Arcanum (level 8 spell),4,13
fdaf606c-a1fc-54b0-a6ac-29d146a543b5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,16,5,Ability Score Improvement,4,13
aab1c18c-af00-5e29-b016-089894846a9e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,17,6,Mystic Arcanum (level 9 spell),4,14
93152de4-c693-534f-a3f7-bb8e1cd92cac,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,18,6,—,4,14
05374b86-5d33-54eb-b9dd-d823e596d585,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,19,6,Epic Boon,4,15
7370cf9c-09bc-5696-b1ce-a2af23fa5a37,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d5dabf61-a3cb-5dde-a75e-9667de1e6294,20,6,Eldritch Master,4,15
c9a3465f-1955-57b8-9868-e56a3743ded0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,1,2,"Spellcasting, Ritual Adept, Arcane Recovery",3,4
8d9ee172-1610-5ca7-929e-8a6919ca9741,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,2,2,Scholar,3,5
96a96b10-0eff-5192-bfba-cb3a515aa264,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,3,2,Wizard Subclass,3,6
c3a7f268-7c2f-52cf-b38f-0df4feea1641,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,4,2,Ability Score Improvement,4,7
e2e11ec1-fbd4-5b19-aab5-66400e7454a3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,5,3,Memorize Spell,4,9
29e776ce-e1da-5f70-99a6-301589536339,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,6,3,Subclass feature,4,10
8cbb31b7-79e9-5270-ad11-e95e43f735ed,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,7,3,—,4,11
6f0584a4-04c8-5f9d-a6ad-8e0652b3c39b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,8,3,Ability Score Improvement,4,12
0f8e5249-add6-55d2-a294-e5fff6469f6d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,9,4,—,4,14
7ddc6800-2b0e-54ed-a61b-c741a8ae3654,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,10,4,Subclass feature,5,15
87e48411-e75b-5288-84b6-69b2f4682e60,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,11,4,—,5,16
9ca93233-9dbb-5df0-a217-55904d7bcdfe,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,12,4,Ability Score Improvement,5,16
548b4491-b2ae-55c4-8830-13b5762f81af,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,13,5,—,5,17
f19279f5-02ea-5e3e-92a4-83df9311221c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,14,5,Subclass feature,5,18
418d0565-a7ca-561f-a880-02b121fc6923,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,15,5,—,5,19
49880b4a-5ee7-5e7e-98af-127eda7c8f18,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,16,5,Ability Score Improvement,5,21
498af105-825a-557a-996a-49b895452d31,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,17,6,—,5,22
44382a23-607c-5f1f-aba7-5a67cf7df30a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,18,6,Spell Mastery,5,23
b2e87764-229b-54a9-8645-408680dbe687,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,19,6,Epic Boon,5,24
a6dab4b1-de2c-5a75-b991-44a20bf4fc21,2026-09-08T00:00:00,2026-09-08T00:00:00,0,809eb721-f97d-511f-8874-9bfe81c64628,20,6,Signature Spells,5,25
