vocation_level_id,slot_level,slots
91018bfe-8386-57fb-8d24-305cc3804823,5,2
e1288b35-2245-5fec-9f5b-64fd21ef5eb8,1,2
890a1481-47f5-5d50-8ccc-b8723766c6f7,1,3
e2c3668e-7b22-54e1-8c49-323f5416bb0b,1,4
e2c3668e-7b22-54e1-8c49-323f5416bb0b,2,2
73221887-bc41-5b6c-9e86-f356bb06bb2a,1,4
73221887-bc41-5b6c-9e86-f356bb06bb2a,2,3
f9252cf9-757d-5309-be7a-9822a9a03faf,1,4
f9252cf9-757d-5309-be7a-9822a9a03faf,2,3
f9252cf9-757d-5309-be7a-9822a9a03faf,3,2
e0d78807-a285-5ae2-9f75-77b05a256e6f,1,4
e0d78807-a285-5ae2-9f75-77b05a256e6f,2,3
e0d78807-a285-5ae2-9f75-77b05a256e6f,3,3
9984dd7d-d8a1-5413-bf7c-7c0e42770a6e,1,4
9984dd7d-d8a1-5413-bf7c-7c0e42770a6e,2,3
9984dd7d-d8a1-5413-bf7c-7c0e42770a6e,3,3
9984dd7d-d8a1-5413-bf7c-7c0e42770a6e,4,1
77c7d1c0-3d7d-5504-9916-5d56912329e5,1,4
77c7d1c0-3d7d-5504-9916-5d56912329e5,2,3
77c7d1c0-3d7d-5504-9916-5d56912329e5,3,3
77c7d1c0-3d7d-5504-9916-5d56912329e5,4,2
dbe39f37-7f03-51fc-8b8a-1a5159ad4979,1,4
dbe39f37-7f03-51fc-8b8a-1a5159ad4979,2,3
dbe39f37-7f03-51fc-8b8a-1a5159ad4979,3,3
dbe39f37-7f03-51fc-8b8a-1a5159ad4979,4,3
dbe39f37-7f03-51fc-8b8a-1a5159ad4979,5,1
8bc0b489-f717-5daa-9333-bf9691a00af5,1,4
8bc0b489-f717-5daa-9333-bf9691a00af5,2,3
8bc0b489-f717-5daa-9333-bf9691a00af5,3,3
8bc0b489-f717-5daa-9333-bf9691a00af5,4,3
8bc0b489-f717-5daa-9333-bf9691a00af5,5,2
ed6f9c91-a6cc-52ce-af2e-5a2857f8c81d,1,4
ed6f9c91-a6cc-52ce-af2e-5a2857f8c81d,2,3
ed6f9c91-a6cc-52ce-af2e-5a2857f8c81d,3,3
ed6f9c91-a6cc-52ce-af2e-5a2857f8c81d,4,3
ed6f9c91-a6cc-52ce-af2e-5a2857f8c81d,5,2
ed6f9c91-a6cc-52ce-af2e-5a2857f8c81d,6,1
b946dfa2-99be-59b9-9097-814d6503869d,1,4
b946dfa2-99be-59b9-9097-814d6503869d,2,3
b946dfa2-99be-59b9-9097-814d6503869d,3,3
b946dfa2-99be-59b9-9097-814d6503869d,4,3
b946dfa2-99be-59b9-9097-814d6503869d,5,2
b946dfa2-99be-59b9-9097-814d6503869d,6,1
b808b410-0eef-5f4e-90bc-2f2dc388ac26,1,4
b808b410-0eef-5f4e-90bc-2f2dc388ac26,2,3
b808b410-0eef-5f4e-90bc-2f2dc388ac26,3,3
b808b410-0eef-5f4e-90bc-2f2dc388ac26,4,3
b808b410-0eef-5f4e-90bc-2f2dc388ac26,5,2
b808b410-0eef-5f4e-90bc-2f2dc388ac26,6,1
b808b410-0eef-5f4e-90bc-2f2dc388ac26,7,1
3b125f44-99ed-575f-9217-a4057da3095a,1,4
3b125f44-99ed-575f-9217-a4057da3095a,2,3
3b125f44-99ed-575f-9217-a4057da3095a,3,3
3b125f44-99ed-575f-9217-a4057da3095a,4,3
3b125f44-99ed-575f-9217-a4057da3095a,5,2
3b125f44-99ed-575f-9217-a4057da3095a,6,1
3b125f44-99ed-575f-9217-a4057da3095a,7,1
d83cbcad-76a6-5942-8740-8b44e3a31a1b,1,4
d83cbcad-76a6-5942-8740-8b44e3a31a1b,2,3
d83cbcad-76a6-5942-8740-8b44e3a31a1b,3,3
d83cbcad-76a6-5942-8740-8b44e3a31a1b,4,3
d83cbcad-76a6-5942-8740-8b44e3a31a1b,5,2
d83cbcad-76a6-5942-8740-8b44e3a31a1b,6,1
d83cbcad-76a6-5942-8740-8b44e3a31a1b,7,1
d83cbcad-76a6-5942-8740-8b44e3a31a1b,8,1
a6de694e-aae7-5900-9005-4d2edeb2dd69,1,4
a6de694e-aae7-5900-9005-4d2edeb2dd69,2,3
a6de694e-aae7-5900-9005-4d2edeb2dd69,3,3
a6de694e-aae7-5900-9005-4d2edeb2dd69,4,3
a6de694e-aae7-5900-9005-4d2edeb2dd69,5,2
a6de694e-aae7-5900-9005-4d2edeb2dd69,6,1
a6de694e-aae7-5900-9005-4d2edeb2dd69,7,1
a6de694e-aae7-5900-9005-4d2edeb2dd69,8,1
7aa2d56c-2749-5878-9154-aa53456bbd29,1,4
7aa2d56c-2749-5878-9154-aa53456bbd29,2,3
7aa2d56c-2749-5878-9154-aa53456bbd29,3,3
7aa2d56c-2749-5878-9154-aa53456bbd29,4,3
7aa2d56c-2749-5878-9154-aa53456bbd29,5,2
7aa2d56c-2749-5878-9154-aa53456bbd29,6,1
7aa2d56c-2749-5878-9154-aa53456bbd29,7,1
7aa2d56c-2749-5878-9154-aa53456bbd29,8,1
7aa2d56c-2749-5878-9154-aa53456bbd29,9,1
46857fb4-9238-52b2-a70e-be0ff6bc3678,1,4
46857fb4-9238-52b2-a70e-be0ff6bc3678,2,3
46857fb4-9238-52b2-a70e-be0ff6bc3678,3,3
46857fb4-9238-52b2-a70e-be0ff6bc3678,4,3
46857fb4-9238-52b2-a70e-be0ff6bc3678,5,3
46857fb4-9238-52b2-a70e-be0ff6bc3678,6,1
46857fb4-9238-52b2-a70e-be0ff6bc3678,7,1
46857fb4-9238-52b2-a70e-be0ff6bc3678,8,1
46857fb4-9238-52b2-a70e-be0ff6bc3678,9,1
d0da73cf-7758-505d-85b3-2153a6ce57b0,1,4
d0da73cf-7758-505d-85b3-2153a6ce57b0,2,3
d0da73cf-7758-505d-85b3-2153a6ce57b0,3,3
d0da73cf-7758-505d-85b3-2153a6ce57b0,4,3
d0da73cf-7758-505d-85b3-2153a6ce57b0,5,3
d0da73cf-7758-505d-85b3-2153a6ce57b0,6,2
d0da73cf-7758-505d-85b3-2153a6ce57b0,7,1
d0da73cf-7758-505d-85b3-2153a6ce57b0,8,1
d0da73cf-7758-505d-85b3-2153a6ce57b0,9,1
2c968a36-ecc0-5c02-b587-26ef32940966,1,4
2c968a36-ecc0-5c02-b587-26ef32940966,2,3
2c968a36-ecc0-5c02-b587-26ef32940966,3,3
2c968a36-ecc0-5c02-b587-26ef32940966,4,3
2c968a36-ecc0-5c02-b587-26ef32940966,5,3
2c968a36-ecc0-5c02-b587-26ef32940966,6,2
2c968a36-ecc0-5c02-b587-26ef32940966,7,2
2c968a36-ecc0-5c02-b587-26ef32940966,8,1
2c968a36-ecc0-5c02-b587-26ef32940966,9,1
c9a3465f-1955-57b8-9868-e56a3743ded0,1,2
8d9ee172-1610-5ca7-929e-8a6919ca9741,1,3
96a96b10-0eff-5192-bfba-cb3a515aa264,1,4
96a96b10-0eff-5192-bfba-cb3a515aa264,2,2
c3a7f268-7c2f-52cf-b38f-0df4feea1641,1,4
c3a7f268-7c2f-52cf-b38f-0df4feea1641,2,3
e2e11ec1-fbd4-5b19-aab5-66400e7454a3,1,4
e2e11ec1-fbd4-5b19-aab5-66400e7454a3,2,3
e2e11ec1-fbd4-5b19-aab5-66400e7454a3,3,2
29e776ce-e1da-5f70-99a6-301589536339,1,4
29e776ce-e1da-5f70-99a6-301589536339,2,3
29e776ce-e1da-5f70-99a6-301589536339,3,3
8cbb31b7-79e9-5270-ad11-e95e43f735ed,1,4
8cbb31b7-79e9-5270-ad11-e95e43f735ed,2,3
8cbb31b7-79e9-5270-ad11-e95e43f735ed,3,3
8cbb31b7-79e9-5270-ad11-e95e43f735ed,4,1
6f0584a4-04c8-5f9d-a6ad-8e0652b3c39b,1,4
6f0584a4-04c8-5f9d-a6ad-8e0652b3c39b,2,3
6f0584a4-04c8-5f9d-a6ad-8e0652b3c39b,3,3
6f0584a4-04c8-5f9d-a6ad-8e0652b3c39b,4,2
0f8e5249-add6-55d2-a294-e5fff6469f6d,1,4
0f8e5249-add6-55d2-a294-e5fff6469f6d,2,3
0f8e5249-add6-55d2-a294-e5fff6469f6d,3,3
0f8e5249-add6-55d2-a294-e5fff6469f6d,4,3
0f8e5249-add6-55d2-a294-e5fff6469f6d,5,1
7ddc6800-2b0e-54ed-a61b-c741a8ae3654,1,4
7ddc6800-2b0e-54ed-a61b-c741a8ae3654,2,3
7ddc6800-2b0e-54ed-a61b-c741a8ae3654,3,3
7ddc6800-2b0e-54ed-a61b-c741a8ae3654,4,3
7ddc6800-2b0e-54ed-a61b-c741a8ae3654,5,2
87e48411-e75b-5288-84b6-69b2f4682e60,1,4
87e48411-e75b-5288-84b6-69b2f4682e60,2,3
87e48411-e75b-5288-84b6-69b2f4682e60,3,3
87e48411-e75b-5288-84b6-69b2f4682e60,4,3
87e48411-e75b-5288-84b6-69b2f4682e60,5,2
87e48411-e75b-5288-84b6-69b2f4682e60,6,1
9ca93233-9dbb-5df0-a217-55904d7bcdfe,1,4
9ca93233-9dbb-5df0-a217-55904d7bcdfe,2,3
9ca93233-9dbb-5df0-a217-55904d7bcdfe,3,3
9ca93233-9dbb-5df0-a217-55904d7bcdfe,4,3
9ca93233-9dbb-5df0-a217-55904d7bcdfe,5,2
9ca93233-9dbb-5df0-a217-55904d7bcdfe,6,1
548b4491-b2ae-55c4-8830-13b5762f81af,1,4
548b4491-b2ae-55c4-8830-13b5762f81af,2,3
548b4491-b2ae-55c4-8830-13b5762f81af,3,3
548b4491-b2ae-55c4-8830-13b5762f81af,4,3
548b4491-b2ae-55c4-8830-13b5762f81af,5,2
548b4491-b2ae-55c4-8830-13b5762f81af,6,1
548b4491-b2ae-55c4-8830-13b5762f81af,7,1
f19279f5-02ea-5e3e-92a4-83df9311221c,1,4
f19279f5-02ea-5e3e-92a4-83df9311221c,2,3
f19279f5-02ea-5e3e-92a4-83df9311221c,3,3
f19279f5-02ea-5e3e-92a4-83df9311221c,4,3
f19279f5-02ea-5e3e-92a4-83df9311221c,5,2
f19279f5-02ea-5e3e-92a4-83df9311221c,6,1
f19279f5-02ea-5e3e-92a4-83df9311221c,7,1
418d0565-a7ca-561f-a880-02b121fc6923,1,4
418d0565-a7ca-561f-a880-02b121fc6923,2,3
418d0565-a7ca-561f-a880-02b121fc6923,3,3
418d0565-a7ca-561f-a880-02b121fc6923,4,3
418d0565-a7ca-561f-a880-02b121fc6923,5,2
418d0565-a7ca-561f-a880-02b121fc6923,6,1
418d0565-a7ca-561f-a880-02b121fc6923,7,1
418d0565-a7ca-561f-a880-02b121fc6923,8,1
49880b4a-5ee7-5e7e-98af-127eda7c8f18,1,4
49880b4a-5ee7-5e7e-98af-127eda7c8f18,2,3
49880b4a-5ee7-5e7e-98af-127eda7c8f18,3,3
49880b4a-5ee7-5e7e-98af-127eda7c8f18,4,3
49880b4a-5ee7-5e7e-98af-127eda7c8f18,5,2
49880b4a-5ee7-5e7e-98af-127eda7c8f18,6,1
49880b4a-5ee7-5e7e-98af-127eda7c8f18,7,1
49880b4a-5ee7-5e7e-98af-127eda7c8f18,8,1
498af105-825a-557a-996a-49b895452d31,1,4
498af105-825a-557a-996a-49b895452d31,2,3
498af105-825a-557a-996a-49b895452d31,3,3
498af105-825a-557a-996a-49b895452d31,4,3
498af105-825a-557a-996a-49b895452d31,5,2
498af105-825a-557a-996a-49b895452d31,6,1
498af105-825a-557a-996a-49b895452d31,7,1
498af105-825a-557a-996a-49b895452d31,8,1
498af105-825a-557a-996a-49b895452d31,9,1
44382a23-607c-5f1f-aba7-5a67cf7df30a,1,4
44382a23-607c-5f1f-aba7-5a67cf7df30a,2,3
44382a23-607c-5f1f-aba7-5a67cf7df30a,3,3
44382a23-607c-5f1f-aba7-5a67cf7df30a,4,3
44382a23-607c-5f1f-aba7-5a67cf7df30a,5,3
44382a23-607c-5f1f-aba7-5a67cf7df30a,6,1
44382a23-607c-5f1f-aba7-5a67cf7df30a,7,1
44382a23-607c-5f1f-aba7-5a67cf7df30a,8,1
44382a23-607c-5f1f-aba7-5a67cf7df30a,9,1
b2e87764-229b-54a9-8645-408680dbe687,1,4
b2e87764-229b-54a9-8645-408680dbe687,2,3
b2e87764-229b-54a9-8645-408680dbe687,3,3
b2e87764-229b-54a9-8645-408680dbe687,4,3
b2e87764-229b-54a9-8645-408680dbe687,5,3
b2e87764-229b-54a9-8645-408680dbe687,6,2
b2e87764-229b-54a9-8645-408680dbe687,7,1
b2e87764-229b-54a9-8645-408680dbe687,8,1
b2e87764-229b-54a9-8645-408680dbe687,9,1
a6dab4b1-de2c-5a75-b991-44a20bf4fc21,1,4
a6dab4b1-de2c-5a75-b991-44a20bf4fc21,2,3
a6dab4b1-de2c-5a75-b991-44a20bf4fc21,3,3
a6dab4b1-de2c-5a75-b991-44a20bf4fc21,4,3
a6dab4b1-de2c-5a75-b991-44a20bf4fc21,5,3
a6dab4b1-de2c-5a75-b991-44a20bf4fc21,6,2
a6dab4b1-de2c-5a75-b991-44a20bf4fc21,7,2
a6dab4b1-de2c-5a75-b991-44a20bf4fc21,8,1
a6dab4b1-de2c-5a75-b991-44a20bf4fc21,9,1
