spell_name,vocation_id
Animal Friendship,bfb29762-cbb4-532e-a82f-54808c7e209d
Cure Wounds,bfb29762-cbb4-532e-a82f-54808c7e209d
Detect Magic,bfb29762-cbb4-532e-a82f-54808c7e209d
Detect Poison and Disease,bfb29762-cbb4-532e-a82f-54808c7e209d
Ensnaring Strike,bfb29762-cbb4-532e-a82f-54808c7e209d
Entangle,bfb29762-cbb4-532e-a82f-54808c7e209d
Fog Cloud,bfb29762-cbb4-532e-a82f-54808c7e209d
Goodberry,bfb29762-cbb4-532e-a82f-54808c7e209d
Hunter's Mark,bfb29762-cbb4-532e-a82f-54808c7e209d
Jump,bfb29762-cbb4-532e-a82f-54808c7e209d
Longstrider,bfb29762-cbb4-532e-a82f-54808c7e209d
Speak with Animals,bfb29762-cbb4-532e-a82f-54808c7e209d
Aid,bfb29762-cbb4-532e-a82f-54808c7e209d
Animal Messenger,bfb29762-cbb4-532e-a82f-54808c7e209d
Barkskin,bfb29762-cbb4-532e-a82f-54808c7e209d
Darkvision,bfb29762-cbb4-532e-a82f-54808c7e209d
Enhance Ability,bfb29762-cbb4-532e-a82f-54808c7e209d
Find Traps,bfb29762-cbb4-532e-a82f-54808c7e209d
Gust of Wind,bfb29762-cbb4-532e-a82f-54808c7e209d
Lesser Restoration,bfb29762-cbb4-532e-a82f-54808c7e209d
Locate Animals or Plants,bfb29762-cbb4-532e-a82f-54808c7e209d
Locate Object,bfb29762-cbb4-532e-a82f-54808c7e209d
Magic Weapon,bfb29762-cbb4-532e-a82f-54808c7e209d
Pass without Trace,bfb29762-cbb4-532e-a82f-54808c7e209d
Protection from Poison,bfb29762-cbb4-532e-a82f-54808c7e209d
Silence,bfb29762-cbb4-532e-a82f-54808c7e209d
Spike Growth,bfb29762-cbb4-532e-a82f-54808c7e209d
Conjure Animals,bfb29762-cbb4-532e-a82f-54808c7e209d
Daylight,bfb29762-cbb4-532e-a82f-54808c7e209d
Dispel Magic,bfb29762-cbb4-532e-a82f-54808c7e209d
Meld into Stone,bfb29762-cbb4-532e-a82f-54808c7e209d
Nondetection,bfb29762-cbb4-532e-a82f-54808c7e209d
Plant Growth,bfb29762-cbb4-532e-a82f-54808c7e209d
Protection from Energy,bfb29762-cbb4-532e-a82f-54808c7e209d
Revivify,bfb29762-cbb4-532e-a82f-54808c7e209d
Speak with Plants,bfb29762-cbb4-532e-a82f-54808c7e209d
Water Breathing,bfb29762-cbb4-532e-a82f-54808c7e209d
Water Walk,bfb29762-cbb4-532e-a82f-54808c7e209d
Wind Wall,bfb29762-cbb4-532e-a82f-54808c7e209d
Conjure Woodland Beings,bfb29762-cbb4-532e-a82f-54808c7e209d
Dominate Beast,bfb29762-cbb4-532e-a82f-54808c7e209d
Freedom of Movement,bfb29762-cbb4-532e-a82f-54808c7e209d
Locate Creature,bfb29762-cbb4-532e-a82f-54808c7e209d
Stoneskin,bfb29762-cbb4-532e-a82f-54808c7e209d
Commune with Nature,bfb29762-cbb4-532e-a82f-54808c7e209d
Greater Restoration,bfb29762-cbb4-532e-a82f-54808c7e209d
Tree Stride,bfb29762-cbb4-532e-a82f-54808c7e209d
Acid Splash,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Chill Touch,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Dancing Lights,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Elementalism,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Fire Bolt,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Light,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Mage Hand,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Mending,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Message,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Minor Illusion,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Poison Spray,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Prestidigitation,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Ray of Frost,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Shocking Grasp,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Sorcerous Burst,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
True Strike,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Burning Hands,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Charm Person,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Chromatic Orb,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Color Spray,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Comprehend Languages,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Detect Magic,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Disguise Self,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Expeditious Retreat,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
False Life,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Feather Fall,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Fog Cloud,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Grease,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Ice Knife,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Jump,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Mage Armor,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Magic Missile,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Ray of Sickness,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Shield,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Silent Image,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Sleep,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Thunderwave,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Alter Self,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Blindness/Deafness,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Blur,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Darkness,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Darkvision,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Detect Thoughts,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Dragon's Breath,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Enhance Ability,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Enlarge/Reduce,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Flame Blade,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Flaming Sphere,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Gust of Wind,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Hold Person,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Invisibility,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Knock,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Levitate,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Magic Weapon,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Mirror Image,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Misty Step,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Scorching Ray,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
See Invisibility,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Shatter,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Spider Climb,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Suggestion,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Web,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Blink,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Clairvoyance,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Counterspell,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Daylight,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Dispel Magic,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Fear,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Fireball,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Fly,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Gaseous Form,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Haste,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Hypnotic Pattern,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Lightning Bolt,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Major Image,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Protection from Energy,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Sleet Storm,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Slow,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Stinking Cloud,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Tongues,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Vampiric Touch,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Water Breathing,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Water Walk,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Banishment,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Blight,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Charm Monster,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Confusion,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Dimension Door,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Dominate Beast,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Fire Shield,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Greater Invisibility,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Ice Storm,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Polymorph,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Stoneskin,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Vitriolic Sphere,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Wall of Fire,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Animate Objects,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Arcane Hand,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Cloudkill,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Cone of Cold,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Creation,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Dominate Person,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Hold Monster,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Insect Plague,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Seeming,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Telekinesis,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Teleportation Circle,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Wall of Stone,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Chain Lightning,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Circle of Death,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Disintegrate,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Eyebite,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Flesh to Stone,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Freezing Sphere,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Globe of Invulnerability,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Mass Suggestion,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Move Earth,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Sunbeam,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
True Seeing,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Delayed Blast Fireball,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Etherealness,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Finger of Death,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Fire Storm,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Plane Shift,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Prismatic Spray,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Reverse Gravity,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Teleport,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Demiplane,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Dominate Monster,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Earthquake,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Incendiary Cloud,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Power Word Stun,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Sunburst,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Gate,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Meteor Swarm,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Power Word Kill,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Time Stop,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Wish,d8f1aa54-e1c7-55f0-9436-1da48a0ba8be
Chill Touch,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Eldritch Blast,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Mage Hand,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Minor Illusion,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Poison Spray,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Prestidigitation,d5dabf61-a3cb-5dde-a75e-9667de1e6294
True Strike,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Bane,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Charm Person,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Comprehend Languages,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Detect Magic,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Expeditious Retreat,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Hellish Rebuke,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Hex,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Hideous Laughter,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Illusory Script,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Protection from Evil and Good,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Speak with Animals,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Unseen Servant,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Darkness,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Enthrall,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Hold Person,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Invisibility,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Mind Spike,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Mirror Image,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Misty Step,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Ray of Enfeeblement,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Spider Climb,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Suggestion,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Counterspell,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Dispel Magic,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Fear,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Fly,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Gaseous Form,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Hypnotic Pattern,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Magic Circle,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Major Image,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Remove Curse,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Tongues,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Vampiric Touch,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Banishment,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Blight,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Charm Monster,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Dimension Door,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Hallucinatory Terrain,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Contact Other Plane,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Dream,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Hold Monster,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Mislead,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Planar Binding,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Scrying,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Teleportation Circle,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Circle of Death,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Create Undead,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Eyebite,d5dabf61-a3cb-5dde-a75e-9667de1e6294
True Seeing,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Etherealness,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Finger of Death,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Forcecage,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Plane Shift,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Befuddlement,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Demiplane,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Dominate Monster,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Glibness,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Power Word Stun,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Astral Projection,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Foresight,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Gate,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Imprisonment,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Power Word Kill,d5dabf61-a3cb-5dde-a75e-9667de1e6294
True Polymorph,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Weird,d5dabf61-a3cb-5dde-a75e-9667de1e6294
Acid Splash,809eb721-f97d-511f-8874-9bfe81c64628
Chill Touch,809eb721-f97d-511f-8874-9bfe81c64628
Dancing Lights,809eb721-f97d-511f-8874-9bfe81c64628
Elementalism,809eb721-f97d-511f-8874-9bfe81c64628
Fire Bolt,809eb721-f97d-511f-8874-9bfe81c64628
Light,809eb721-f97d-511f-8874-9bfe81c64628
Mage Hand,809eb721-f97d-511f-8874-9bfe81c64628
Mending,809eb721-f97d-511f-8874-9bfe81c64628
Message,809eb721-f97d-511f-8874-9bfe81c64628
Minor Illusion,809eb721-f97d-511f-8874-9bfe81c64628
Poison Spray,809eb721-f97d-511f-8874-9bfe81c64628
Prestidigitation,809eb721-f97d-511f-8874-9bfe81c64628
Ray of Frost,809eb721-f97d-511f-8874-9bfe81c64628
Shocking Grasp,809eb721-f97d-511f-8874-9bfe81c64628
True Strike,809eb721-f97d-511f-8874-9bfe81c64628
Alarm,809eb721-f97d-511f-8874-9bfe81c64628
Burning Hands,809eb721-f97d-511f-8874-9bfe81c64628
Charm Person,809eb721-f97d-511f-8874-9bfe81c64628
Chromatic Orb,809eb721-f97d-511f-8874-9bfe81c64628
Color Spray,809eb721-f97d-511f-8874-9bfe81c64628
Comprehend Languages,809eb721-f97d-511f-8874-9bfe81c64628
Detect Magic,809eb721-f97d-511f-8874-9bfe81c64628
Disguise Self,809eb721-f97d-511f-8874-9bfe81c64628
Expeditious Retreat,809eb721-f97d-511f-8874-9bfe81c64628
False Life,809eb721-f97d-511f-8874-9bfe81c64628
Feather Fall,809eb721-f97d-511f-8874-9bfe81c64628
Find Familiar,809eb721-f97d-511f-8874-9bfe81c64628
Floating Disk,809eb721-f97d-511f-8874-9bfe81c64628
Fog Cloud,809eb721-f97d-511f-8874-9bfe81c64628
Grease,809eb721-f97d-511f-8874-9bfe81c64628
Hideous Laughter,809eb721-f97d-511f-8874-9bfe81c64628
Ice Knife,809eb721-f97d-511f-8874-9bfe81c64628
Identify,809eb721-f97d-511f-8874-9bfe81c64628
Illusory Script,809eb721-f97d-511f-8874-9bfe81c64628
Jump,809eb721-f97d-511f-8874-9bfe81c64628
Longstrider,809eb721-f97d-511f-8874-9bfe81c64628
Mage Armor,809eb721-f97d-511f-8874-9bfe81c64628
Magic Missile,809eb721-f97d-511f-8874-9bfe81c64628
Protection from Evil and Good,809eb721-f97d-511f-8874-9bfe81c64628
Ray of Sickness,809eb721-f97d-511f-8874-9bfe81c64628
Shield,809eb721-f97d-511f-8874-9bfe81c64628
Silent Image,809eb721-f97d-511f-8874-9bfe81c64628
Sleep,809eb721-f97d-511f-8874-9bfe81c64628
Thunderwave,809eb721-f97d-511f-8874-9bfe81c64628
Unseen Servant,809eb721-f97d-511f-8874-9bfe81c64628
Acid Arrow,809eb721-f97d-511f-8874-9bfe81c64628
Alter Self,809eb721-f97d-511f-8874-9bfe81c64628
Arcane Lock,809eb721-f97d-511f-8874-9bfe81c64628
Arcanist's Magic Aura,809eb721-f97d-511f-8874-9bfe81c64628
Augury,809eb721-f97d-511f-8874-9bfe81c64628
Blindness/Deafness,809eb721-f97d-511f-8874-9bfe81c64628
Blur,809eb721-f97d-511f-8874-9bfe81c64628
Continual Flame,809eb721-f97d-511f-8874-9bfe81c64628
Darkness,809eb721-f97d-511f-8874-9bfe81c64628
Darkvision,809eb721-f97d-511f-8874-9bfe81c64628
Detect Thoughts,809eb721-f97d-511f-8874-9bfe81c64628
Dragon's Breath,809eb721-f97d-511f-8874-9bfe81c64628
Enhance Ability,809eb721-f97d-511f-8874-9bfe81c64628
Enlarge/Reduce,809eb721-f97d-511f-8874-9bfe81c64628
Flaming Sphere,809eb721-f97d-511f-8874-9bfe81c64628
Gentle Repose,809eb721-f97d-511f-8874-9bfe81c64628
Gust of Wind,809eb721-f97d-511f-8874-9bfe81c64628
Hold Person,809eb721-f97d-511f-8874-9bfe81c64628
Invisibility,809eb721-f97d-511f-8874-9bfe81c64628
Knock,809eb721-f97d-511f-8874-9bfe81c64628
Levitate,809eb721-f97d-511f-8874-9bfe81c64628
Locate Object,809eb721-f97d-511f-8874-9bfe81c64628
Magic Mouth,809eb721-f97d-511f-8874-9bfe81c64628
Magic Weapon,809eb721-f97d-511f-8874-9bfe81c64628
Mind Spike,809eb721-f97d-511f-8874-9bfe81c64628
Mirror Image,809eb721-f97d-511f-8874-9bfe81c64628
Misty Step,809eb721-f97d-511f-8874-9bfe81c64628
Ray of Enfeeblement,809eb721-f97d-511f-8874-9bfe81c64628
Rope Trick,809eb721-f97d-511f-8874-9bfe81c64628
Scorching Ray,809eb721-f97d-511f-8874-9bfe81c64628
See Invisibility,809eb721-f97d-511f-8874-9bfe81c64628
Shatter,809eb721-f97d-511f-8874-9bfe81c64628
Spider Climb,809eb721-f97d-511f-8874-9bfe81c64628
Suggestion,809eb721-f97d-511f-8874-9bfe81c64628
Web,809eb721-f97d-511f-8874-9bfe81c64628
Animate Dead,809eb721-f97d-511f-8874-9bfe81c64628
Bestow Curse,809eb721-f97d-511f-8874-9bfe81c64628
Blink,809eb721-f97d-511f-8874-9bfe81c64628
Clairvoyance,809eb721-f97d-511f-8874-9bfe81c64628
Counterspell,809eb721-f97d-511f-8874-9bfe81c64628
Dispel Magic,809eb721-f97d-511f-8874-9bfe81c64628
Fear,809eb721-f97d-511f-8874-9bfe81c64628
Fireball,809eb721-f97d-511f-8874-9bfe81c64628
Fly,809eb721-f97d-511f-8874-9bfe81c64628
Gaseous Form,809eb721-f97d-511f-8874-9bfe81c64628
Glyph of Warding,809eb721-f97d-511f-8874-9bfe81c64628
Haste,809eb721-f97d-511f-8874-9bfe81c64628
Hypnotic Pattern,809eb721-f97d-511f-8874-9bfe81c64628
Lightning Bolt,809eb721-f97d-511f-8874-9bfe81c64628
Magic Circle,809eb721-f97d-511f-8874-9bfe81c64628
Major Image,809eb721-f97d-511f-8874-9bfe81c64628
Nondetection,809eb721-f97d-511f-8874-9bfe81c64628
Phantom Steed,809eb721-f97d-511f-8874-9bfe81c64628
Protection from Energy,809eb721-f97d-511f-8874-9bfe81c64628
Remove Curse,809eb721-f97d-511f-8874-9bfe81c64628
Sending,809eb721-f97d-511f-8874-9bfe81c64628
Sleet Storm,809eb721-f97d-511f-8874-9bfe81c64628
Slow,809eb721-f97d-511f-8874-9bfe81c64628
Speak with Dead,809eb721-f97d-511f-8874-9bfe81c64628
Stinking Cloud,809eb721-f97d-511f-8874-9bfe81c64628
Tiny Hut,809eb721-f97d-511f-8874-9bfe81c64628
Tongues,809eb721-f97d-511f-8874-9bfe81c64628
Vampiric Touch,809eb721-f97d-511f-8874-9bfe81c64628
Water Breathing,809eb721-f97d-511f-8874-9bfe81c64628
Arcane Eye,809eb721-f97d-511f-8874-9bfe81c64628
Banishment,809eb721-f97d-511f-8874-9bfe81c64628
Black Tentacles,809eb721-f97d-511f-8874-9bfe81c64628
Blight,809eb721-f97d-511f-8874-9bfe81c64628
Charm Monster,809eb721-f97d-511f-8874-9bfe81c64628
Confusion,809eb721-f97d-511f-8874-9bfe81c64628
Conjure Minor Elementals,809eb721-f97d-511f-8874-9bfe81c64628
Control Water,809eb721-f97d-511f-8874-9bfe81c64628
Dimension Door,809eb721-f97d-511f-8874-9bfe81c64628
Divination,809eb721-f97d-511f-8874-9bfe81c64628
Fabricate,809eb721-f97d-511f-8874-9bfe81c64628
Faithful Hound,809eb721-f97d-511f-8874-9bfe81c64628
Fire Shield,809eb721-f97d-511f-8874-9bfe81c64628
Greater Invisibility,809eb721-f97d-511f-8874-9bfe81c64628
Hallucinatory Terrain,809eb721-f97d-511f-8874-9bfe81c64628
Ice Storm,809eb721-f97d-511f-8874-9bfe81c64628
Locate Creature,809eb721-f97d-511f-8874-9bfe81c64628
Phantasmal Killer,809eb721-f97d-511f-8874-9bfe81c64628
Polymorph,809eb721-f97d-511f-8874-9bfe81c64628
Private Sanctum,809eb721-f97d-511f-8874-9bfe81c64628
Resilient Sphere,809eb721-f97d-511f-8874-9bfe81c64628
Secret Chest,809eb721-f97d-511f-8874-9bfe81c64628
Stone Shape,809eb721-f97d-511f-8874-9bfe81c64628
Stoneskin,809eb721-f97d-511f-8874-9bfe81c64628
Vitriolic Sphere,809eb721-f97d-511f-8874-9bfe81c64628
Wall of Fire,809eb721-f97d-511f-8874-9bfe81c64628
Animate Objects,809eb721-f97d-511f-8874-9bfe81c64628
Arcane Hand,809eb721-f97d-511f-8874-9bfe81c64628
Cloudkill,809eb721-f97d-511f-8874-9bfe81c64628
Cone of Cold,809eb721-f97d-511f-8874-9bfe81c64628
Conjure Elemental,809eb721-f97d-511f-8874-9bfe81c64628
Contact Other Plane,809eb721-f97d-511f-8874-9bfe81c64628
Creation,809eb721-f97d-511f-8874-9bfe81c64628
Dominate Person,809eb721-f97d-511f-8874-9bfe81c64628
Dream,809eb721-f97d-511f-8874-9bfe81c64628
Geas,809eb721-f97d-511f-8874-9bfe81c64628
Hold Monster,809eb721-f97d-511f-8874-9bfe81c64628
Legend Lore,809eb721-f97d-511f-8874-9bfe81c64628
Mislead,809eb721-f97d-511f-8874-9bfe81c64628
Modify Memory,809eb721-f97d-511f-8874-9bfe81c64628
Passwall,809eb721-f97d-511f-8874-9bfe81c64628
Planar Binding,809eb721-f97d-511f-8874-9bfe81c64628
Scrying,809eb721-f97d-511f-8874-9bfe81c64628
Seeming,809eb721-f97d-511f-8874-9bfe81c64628
Summon Dragon,809eb721-f97d-511f-8874-9bfe81c64628
Telekinesis,809eb721-f97d-511f-8874-9bfe81c64628
